unitid,year,f1b01,f1b02,f1b03,f1c011,f1d01,f2e011,f2b01,f2b04
439701,2020,,,,,,2430026,13013253,2925016
439783,2020,,,,,,1306289,3418034,636688
439817,2020,,,,,,666680,1879780,81907
439862,2020,,,,,,169551,1139598,67750
439899,2020,,,,,,286771,1628217,199043
440004,2020,,,,,,606650,,
440031,2020,,,,,,11762814,36032973,-347813
440138,2020,,,,,,26782957,65465575,-2911477
440271,2020,,,,,,448232,1476920,289430
440651,2020,,,,,,2145840,5334234,61659
440794,2020,,,,,,3357857,10079166,891444
441104,2020,,,,,,1775994,7631558,579238
441131,2020,,,,,,2952693,6556940,-365272
441238,2020,,,,,,0,,
441371,2020,,,,,,44673024,300109898,17401802
441487,2020,,,,,,457275,3109577,228777
441575,2020,,,,,,3430412,,
441609,2020,,,,,,1216811,1628650,-192866
441690,2020,,,,,,257515,1029776,510705
441982,2020,,,,,,11554000,18725000,-22262000
442064,2020,,,,,,826436,1854984,-312417
442295,2020,,,,,,4321680,13480677,859607
442356,2020,,,,,,16633689,34729936,-2888816
442523,2020,,,,,,341239,5732620,1641429
442806,2020,,,,,,43377680,103636707,16837987
442949,2020,,,,,,50143,356417,-238162
442976,2020,,,,,,234421,,
443030,2020,,,,,,944133,,
443049,2020,,,,,,623898,2280168,-247148
443058,2020,,,,,,209299,919927,142364
443076,2020,,,,,,1102510,3349973,497163
443100,2020,,,,,,121634,,
443128,2020,,,,,,2235459,7436188,501480
443207,2020,,,,,,3245799,,
443322,2020,,,,,,924798,,
443340,2020,,,,,,281216,966165,30644
443562,2020,,,,,,3503647,9243323,-2251164
443702,2020,,,,,,1450135,1555620,-1009529
443748,2020,,,,,,1405486,7571155,335113
444103,2020,,,,,,319009,1129741,230924
444130,2020,,,,,,24575143,130842262,1395745
444398,2020,,,,,,779789,3074339,-71992
444413,2020,,,,,,743673,2701438,29617
444510,2020,,,,,,644871,,
444778,2020,,,,,,364942,983552,3347
445054,2020,,,,,,4743565,16472203,5791634
445203,2020,,,,,,2350961,5621649,699712
445249,2020,,,,,,2692319,5062377,70365
445461,2020,,,,,,1256316,6414262,-1029884
445708,2020,,,,,,15346819,35867295,-4580071
445735,2020,,,,,,35886620,105176171,15065722
445869,2020,,,,,,3790918,9097832,306581
446048,2020,,,,,,10220989,29589238,-9142525
446163,2020,,,,,,426812,2052817,623805
446233,2020,,,,,,937274,2372481,-127713
446242,2020,,,,,,880302,,
446394,2020,,,,,,201662,300526,1887
446455,2020,,,,,,352580,,
446604,2020,,,,,,10952142,27646393,3840634
446640,2020,,,,,,28836353,68240992,2207217
447953,2020,,,,,,2155700,6597800,-282700
448691,2020,,,,,,3799237,7636368,446278
449348,2020,,,,,,458694,730800,3675
449481,2020,,,,,,149722,760124,-77738
449506,2020,,,,,,671632,1575053,-24070
449658,2020,,,,,,406945,1568176,6349
449764,2020,,,,,,1044204,4112870,-86980
449834,2020,,,,,,392184,670540,14885
449870,2020,,,,,,2830203,8856885,547248
449922,2020,,,,,,3786363,8075305,606902
449931,2020,,,,,,1701329,3431119,112722
450304,2020,,,,,,2528667,8380115,1258346
450401,2020,,,,,,1076658,,
451079,2020,,,,,,478934,1487227,63475
451370,2020,,,,,,576457,1980970,640791
451398,2020,,,,,,2282261,4219893,239970
451404,2020,,,,,,1732702,6446805,465869
451857,2020,,,,,,1856931,3003248,-548040
451866,2020,,,,,,1514238,4382254,870512
451927,2020,,,,,,4280794,12527317,486489
454184,2020,,,,,,7419739,18410718,-3932357
454838,2020,,,,,,213414,519250,65177
455099,2020,,,,,,415609,1494663,133958
455220,2020,,,,,,120000,,
455257,2020,,,,,,1956105,4146139,-177867
455406,2020,,,,,,11886985,35455751,5913234
455770,2020,,,,,,1119601,5646690,-1741966
455804,2020,,,,,,2843464,7056316,389252
455813,2020,,,,,,2225947,2966427,173677
455992,2020,,,,,,2598153,10071747,-199537
456481,2020,,,,,,494739,,
456490,2020,,,,,,1152853,,
456542,2020,,,,,,18157795,38344589,-944908
457086,2020,,,,,,1400000,6518739,2504919
457174,2020,,,,,,1118114,,
457226,2020,,,,,,85083,295762,66255
457271,2020,,,,,,696000,1310931,49928
457350,2020,,,,,,83084,,
457402,2020,,,,,,233068,1158353,-67099
457484,2020,,,,,,238859,1633481,-26309
457697,2020,,,,,,78655,389367,11306
457794,2020,,,,,,482111,,
457925,2020,,,,,,177991,,
458113,2020,,,,,,63733,382976,-26299
458140,2020,,,,,,752668,2269626,931289
459417,2020,,,,,,405849,1825221,60439
459727,2020,,,,,,5818028,,
459736,2020,,,,,,25189900,,
459824,2020,,,,,,20003000,,
459842,2020,,,,,,3324526,10115116,2399435
459851,2020,,,,,,2452324,8125805,2561330
460376,2020,,,,,,1834690,9127672,686614
460385,2020,,,,,,931070,,
460783,2020,,,,,,2226816,5743389,1165917
460899,2020,,,,,,1391232,3131136,1559100
461032,2020,,,,,,523371,1488421,98734
461120,2020,,,,,,231009,437512,-52655
461139,2020,,,,,,272068,875742,26552
461485,2020,,,,,,1009231,2615396,104620
461528,2020,,,,,,183757,1248153,141685
461643,2020,,,,,,642082,1630794,101754
461759,2020,,,,,,592225,3690613,-484072
461795,2020,,,,,,4761717,13183278,1842026
461847,2020,,,,,,281555,2141350,60362
462044,2020,,,,,,548113,1241463,26344
462354,2020,,,,,,5483840,8647581,567125
465812,2020,,,,,,33768589,205403631,19317515
468769,2020,,,,,,1504757,,
469629,2020,,,,,,504306,3201864,256677
474863,2020,,,,,,2984522,21198466,-2408451
474890,2020,,,,,,1762120,8713376,819212
474906,2020,,,,,,613805,1664526,333283
475033,2020,,,,,,32494953,58745074,-5551627
475200,2020,,,,,,1746327,,
475273,2020,,,,,,3952824,,
475398,2020,,,,,,231245,1766517,10841
475422,2020,,,,,,611334,,
475477,2020,,,,,,1593309,,
475608,2020,,,,,,2394719,8252366,733030
475705,2020,,,,,,305372,,
476601,2020,,,,,,1377257,2998411,516844
476692,2020,,,,,,225904,777373,159208
476717,2020,,,,,,2263101,9790353,2721393
478634,2020,,,,,,1722354,5558406,266409
480189,2020,,,,,,4845519,,
480499,2020,,,,,,99447,1050227,351490
480569,2020,,,,,,3871126,,
480727,2020,,,,,,527284,,
480985,2020,,,,,,392016,1302062,-165166
481030,2020,,,,,,1525637,4001497,1137305
481058,2020,,,,,,236602,1354424,21827
481137,2020,,,,,,563106,,
481155,2020,,,,,,2924221,,
481225,2020,,,,,,149664,1371893,88881
481401,2020,,,,,,1437476,6649832,116723
481410,2020,,,,,,280261,1652849,357229
481438,2020,,,,,,1185758,5964840,1242085
481535,2020,,,,,,0,,
482185,2020,,,,,,557731,,
482228,2020,,,,,,349733,1092340,112078
483018,2020,,,,,,1710594,10779451,-3238705
483595,2020,,,,,,3892153,7290749,-1022363
483647,2020,,,,,,898674,,
483823,2020,,,,,,3952521,,
483975,2020,,,,,,11438713,36465893,9028902
484871,2020,,,,,,413636,1393602,-264047
485263,2020,,,,,,3586141,11654070,1487866
485360,2020,,,,,,257963,,
485403,2020,,,,,,2768558,5724345,-361117
485698,2020,,,,,,1549579,2600046,143955
485856,2020,,,,,,819390,,
485999,2020,,,,,,1073693,6141347,801178
486017,2020,,,,,,1408267,2401285,78342
486026,2020,,,,,,523070,2677448,1058283
486080,2020,,,,,,0,2060000,1263810
486196,2020,,,,,,1500693,2617789,177539
486257,2020,,,,,,452290,3252322,288481
486284,2020,,,,,,1421403,15143179,826681
486433,2020,,,,,,964676,4560751,-237726
486460,2020,,,,,,166456,2256700,732156
486488,2020,,,,,,1135566,5830175,2550158
486594,2020,,,,,,133050,738618,23275
486901,2020,,,,,,10575911,30740184,2455874
487092,2020,,,,,,12781000,,
487311,2020,,,,,,1505264,15434539,581315
487524,2020,,,,,,19245581,61029400,6983729
487603,2020,,,,,,2985000,,
487649,2020,,,,,,166515,2606169,65732
487658,2020,,,,,,263674,1695725,167033
487746,2020,,,,,,1312663,5417626,2872680
487816,2020,,,,,,153455,,
487889,2020,,,,,,397606,,
487968,2020,,,,,,516056,,
488004,2020,,,,,,521041,1380029,55256
488101,2020,,,,,,645617,2129562,40405
488305,2020,,,,,,725814,2419814,-14184
488314,2020,,,,,,320603,1376357,474337
488350,2020,,,,,,824877,2235403,516914
488387,2020,,,,,,1687440,6215686,-2147555
488527,2020,,,,,,9739452,26309040,-854206
488590,2020,,,,,,96875,,
488679,2020,,,,,,27741345,,
488785,2020,,,,,,1004262,3713575,-103048
488846,2020,,,,,,1847474,13634284,2303066
488907,2020,,,,,,243850,1532225,847081
489335,2020,,,,,,670024,3102886,1262308
489937,2020,,,,,,2402509,10844459,416202
490045,2020,,,,,,127018,1403182,217651
490081,2020,,,,,,457224,1061534,-127067
490106,2020,,,,,,2042884,3616806,-76805
490203,2020,,,,,,1009616,,
490230,2020,,,,,,355341,902259,113853
490276,2020,,,,,,1151254,2047262,-76471
490319,2020,,,,,,340609,724634,56550
490328,2020,,,,,,1713203,3486586,360969
490346,2020,,,,,,355560,704601,91021
490373,2020,,,,,,31953686,99441993,-3226449
490489,2020,,,,,,88532,,
490498,2020,,,,,,242151,370517,-798045
490504,2020,,,,,,1484095,2535108,78668
490513,2020,,,,,,433437,1562903,310305
490753,2020,,,,,,1276824,4071876,265022
491057,2020,,,,,,566988,2378504,282571
491446,2020,,,,,,820989,1397767,84015
491525,2020,,,,,,69797,978689,184351
491589,2020,,,,,,0,,
491613,2020,,,,,,427705,1705095,516858
491622,2020,,,,,,703864,2061155,145764
491631,2020,,,,,,701627,1367362,123843
491640,2020,,,,,,408999,1898539,469990
491659,2020,,,,,,530236,,
491710,2020,,,,,,751801,2635959,733825
491765,2020,,,,,,953967,2263314,304688
491817,2020,,,,,,742514,1555282,359876
491914,2020,,,,,,583257,2320403,428317
492069,2020,,,,,,313178,1015065,89244
492209,2020,,,,,,318850,,
492801,2020,,,,,,5280258,,
493585,2020,,,,,,391714,,
493594,2020,,,,,,234511,581813,91798
493600,2020,,,,,,1692107,5098610,1343283
493619,2020,,,,,,842889,,
493646,2020,,,,,,613969,1570420,257599
493664,2020,,,,,,1463562,1715673,-140477
493707,2020,,,,,,1007094,1874513,48297
493716,2020,,,,,,957491,1489300,40192
493770,2020,,,,,,21395,,
493798,2020,,,,,,1104673,1653199,-204245
493822,2020,,,,,,544422,2225849,242412
494463,2020,,,,,,648748,,
494472,2020,,,,,,91187,,
494551,2020,,,,,,995173,650530,-4532497
494630,2020,,,,,,54485,668914,35663
494685,2020,,,,,,745081,2824959,132265
494737,2020,,,,,,821679,14235104,1680451
494940,2020,,,,,,41658,165222,48307
494959,2020,,,,,,2356914,4632580,470370
494977,2020,,,,,,25000,,
495031,2020,,,,,,523767,1649486,-18794
495059,2020,,,,,,86733,347592,100414
495110,2020,,,,,,178102,,
495147,2020,,,,,,513519,580439,81111
495192,2020,,,,,,4668385,13022586,5151262
495226,2020,,,,,,13250,,
495271,2020,,,,,,100299,1818374,541397
495280,2020,,,,,,392290,1230326,228793
495314,2020,,,,,,4282353,11662822,-18765672
495767,2020,,,,,,1370535000,6920469000,-733478000
495916,2020,,,,,,215754,241881,1437517
496043,2020,,,,,,14405566,19687214,-6131187
100654,2021,48885898,85458788,1097896,40721719,344304848,,,
100663,2021,243476387,431152917,10601840,297402764,4487600971,,,
100706,2021,71283876,122216296,4609046,70504706,333010893,,,
100724,2021,33380046,43162052,4180182,36994782,299393222,,,
100733,2021,0,0,0,0,24229417,,,
100751,2021,481899451,72754341,31175136,312776287,1708826246,,,
100760,2021,1719264,4997721,1472781,8040909,20580640,,,
100812,2021,15232489,5909844,3232828,17817770,47991176,,,
100830,2021,37370041,1423196,2905728,33390207,116354156,,,
100858,2021,509998572,123547867,14213672,241503442,1447526392,,,
101028,2021,1394287,3917601,1624376,6367128,18472615,,,
101143,2021,4969796,3239374,5223938,8650174,30710929,,,
101161,2021,10863592,15130613,3656998,26996056,83215318,,,
101240,2021,6629580,15115152,1585877,17606294,64275669,,,
101286,2021,7402708,9617368,1618024,18269894,50651791,,,
101295,2021,11745403,3702665,1055732,24645965,58489095,,,
101301,2021,1924420,1071040,2130713,5246060,21609138,,,
101462,2021,1162688,5262251,612137,3543888,16188842,,,
101471,2021,13832,2753102,3663503,5341578,15830083,,,
101480,2021,51510319,1899373,4318471,58707614,166753080,,,
101505,2021,16682014,2460217,3109386,27930704,70229122,,,
101514,2021,20541572,1723825,2979997,26968583,83668643,,,
101569,2021,3123509,11157690,1336308,14064600,52466766,,,
101587,2021,43677673,12119330,499131,36775198,92404823,,,
101602,2021,1981221,1418204,1187270,7215520,21022242,,,
101648,2021,1120046,325267,0,1722907,19108040,,,
101709,2021,21566872,12806873,5396294,29380219,80605875,,,
101736,2021,5274376,5951015,1853522,11585997,40676407,,,
101879,2021,51763758,22902538,2815764,56693717,147411066,,,
101897,2021,4477786,956593,2196078,9468887,30775499,,,
101994,2021,528161,497559,325556,2797522,9049419,,,
102030,2021,3588339,3362450,1629150,9433712,42869384,,,
102067,2021,6887154,3146697,1606269,16540473,57517445,,,
102076,2021,5218638,814503,608292,6048533,24925961,,,
102094,2021,128040000,25652000,9127000,140229000,1156244000,,,
102313,2021,3476275,2657498,956807,7827269,27546081,,,
102368,2021,120298670,45062010,13567834,85531486,312455838,,,
102429,2021,4928566,7171694,3895638,16505756,48944636,,,
102553,2021,63643628,20881699,12579241,103017350,259363923,,,
102614,2021,40611607,130280930,3437120,83655491,396281826,,,
102632,2021,10526857,2294252,250015,18757436,47438583,,,
102711,2021,967039,195,3178261,4025068,,,,
103529,2021,1788448,0,0,0,84394783,,,
104151,2021,1598180000,254141000,13099000,1138394000,3368337000,,,
104160,2021,5177837,0,0,29419192,77627413,,,
104179,2021,634092000,373496000,16911000,576920000,2276407000,,,
104346,2021,4187548,0,0,19512432,85446690,,,
104425,2021,6879641,0,0,16440729,58449537,,,
104577,2021,3291080,19548,265768,16956439,50140102,,,
104708,2021,12187774,0,0,56476343,,,,
105136,2021,2393129,0,0,526942,980941340,,,
105145,2021,6124415,0,0,23677072,,,,
105154,2021,18256137,0,0,63510023,,,,
105206,2021,4220042,0,0,11876331,43918221,,,
105297,2021,284981,6894983,0,8542925,38780085,,,
105330,2021,218452220,35771305,2291604,179665135,628438537,,,
105349,2021,1169747,0,1342200,11056833,38111809,,,
105428,2021,7215046,0,0,38115414,,,,
105525,2021,22860179,656146,0,60054307,211553057,,,
105668,2021,25502531,0,0,17187820,,,,
105747,2021,8525143,0,0,36634065,,,,
105792,2021,2300094,0,0,13941555,,,,
106148,2021,7845535,0,0,23147128,76857544,,,
106245,2021,36531851,22735206,8381687,56325964,199938690,,,
106263,2021,49819000,108186000,46143000,130991000,1927707000,,,
106397,2021,251638655,81835366,20298666,278208759,1004288765,,,
106412,2021,9140164,16878073,2060595,19320152,86903196,,,
106449,2021,3520968,2577419,1459866,9556349,37788070,,,
106458,2021,50106463,11241581,6330098,74242599,245013177,,,
106467,2021,36585940,3934910,12814544,40732873,146089861,,,
106485,2021,10799728,1295711,1349378,23510770,55636143,,,
106625,2021,1948248,1134604,1437257,9003316,19764495,,,
106704,2021,51572246,3315407,1105452,76598939,208511899,,,
106795,2021,2030516,1076290,999198,6107857,15273314,,,
106883,2021,1226882,893904,62310,5828256,17517948,,,
106980,2021,2971841,2423893,2732890,12710619,33121623,,,
106999,2021,1181052,993673,743000,4099035,14237310,,,
107071,2021,8988093,2176747,429112,13357518,60317584,,,
107318,2021,1506775,2111700,1462086,3800416,20479814,,,
107327,2021,1261239,2919634,1085345,7333573,20662666,,,
107460,2021,2031887,323558,33501,8762149,26501558,,,
107488,2021,742846,679238,1562784,3525777,,,,
107521,2021,1359656,1413053,1548599,5403886,13427021,,,
107549,2021,978058,1895101,434652,4108924,12527460,,,
107585,2021,2863222,608851,0,7300611,22729159,,,
107619,2021,874758,1927251,1110640,6915985,21368192,,,
107637,2021,1833773,913614,1044250,4156033,16434576,,,
107664,2021,11240390,1975537,1414817,20201254,52201068,,,
107725,2021,1129668,1340282,1129304,6608090,18159330,,,
107743,2021,826718,2334111,593544,2933437,12288743,,,
107974,2021,1869306,1284449,1465832,5260258,18853182,,,
107983,2021,21413555,5748993,617945,19442193,76019931,,,
107992,2021,1826350,645294,1532678,8491427,22665109,,,
108056,2021,0,0,0,0,220597908,,,
108092,2021,14021409,2263459,1837141,34570889,78811932,,,
108667,2021,3567733,1329638,8473796,12138796,,,,
108807,2021,3058886,7509042,29486706,40199481,127380793,,,
109208,2021,8344008,12489577,22702446,83967823,,,,
109350,2021,3206231,18416201,21429698,50580582,180857614,,,
109819,2021,6927436,15606278,26108534,60241243,351471946,,,
109907,2021,388420,2658064,6943117,8240700,45976505,,,
110246,2021,6107722,15241625,84598087,40377715,239751802,,,
110334,2021,6900956,4039514,72556012,55605489,183583457,,,
110398,2021,27391854,741915,0,26734850,98737131,,,
110422,2021,224805826,0,0,200143507,619980228,,,
110486,2021,41741095,972286,47069,66458336,232579529,,,
110495,2021,40631274,6000649,584065,74555902,262704254,,,
110501,2021,9322445,671067,179606,79385268,698819786,,,
110510,2021,56396771,0,0,128975281,370553289,,,
110529,2021,111388851,0,0,166298782,527082268,,,
110538,2021,75874720,0,9017,109572322,386026799,,,
110547,2021,57726362,0,0,96175197,342793278,,,
110556,2021,74396189,61015,291903,148770673,493170142,,,
110565,2021,188465011,207410,0,238490404,717362933,,,
110574,2021,83481373,0,0,88567163,343277678,,,
110583,2021,160560119,0,0,254976623,718403035,,,
110592,2021,76610003,0,0,152350816,562511012,,,
110608,2021,144210749,0,0,218482123,726874077,,,
110617,2021,150444973,587646,331723,202352564,615659211,,,
110635,2021,936302000,394936000,87797000,952612889,,,,
110644,2021,723069000,444225000,157382000,1021780018,,,,
110653,2021,584890000,257105000,18203000,957788991,,,,
110662,2021,891450000,750216000,66606000,2885656904,,,,
110671,2021,321845000,107510000,15263000,382167702,,,,
110680,2021,782728000,739653000,37414000,926854199,,,,
110699,2021,60902000,793706000,108343000,390694108,,,,
110705,2021,451193000,130734000,8423000,390865186,,,,
110714,2021,256315000,91732000,5567000,240663815,,,,
111188,2021,6874550,397595,175256,19587944,67799259,,,
111434,2021,3049728,0,0,18536602,68758368,,,
111461,2021,10137257,12354089,55946050,74836056,197783725,,,
111887,2021,8853157,14793913,24273061,86298597,221868502,,,
111896,2021,1485204,1255783,6513329,12504398,,,,
111920,2021,8114832,4300902,49206288,47246714,176365259,,,
111939,2021,9064008,16616130,28566818,55623136,247193502,,,
112172,2021,7873671,9889873,14950425,46040718,137811379,,,
112190,2021,14009668,22410449,37781848,100783840,313671049,,,
112367,2021,800311,0,0,939443,,,,
112376,2021,3845433,4562655,11457009,10270747,67179063,,,
112385,2021,4557550,5407592,13578677,12172737,79619630,,,
112561,2021,672149,1514753,4256167,7904117,,,,
112686,2021,1072803,4404666,11940672,19359920,83302340,,,
112817,2021,0,0,0,0,374919392,,,
112826,2021,2585392,0,0,23670425,,,,
113096,2021,4634693,5335398,13025387,41594236,,,,
113111,2021,1949672,2933591,8356580,17807107,,,,
113193,2021,7500079,6315107,11191658,40399006,110600862,,,
113218,2021,3465782,2124242,16753009,18105492,,,,
113236,2021,6938350,14682962,21825315,51359516,,,,
113333,2021,22465672,0,0,85322044,,,,
113573,2021,4691681,11140596,15713082,44639690,186224801,,,
113634,2021,20634870,0,0,73239745,,,,
113856,2021,11725003,25914488,35993574,98908829,,,,
113980,2021,13156389,0,0,75723045,289680827,,,
114266,2021,4623773,6046627,8470743,45032453,,,,
114433,2021,742560,2208481,4142670,7881609,25934860,,,
114716,2021,15632364,0,0,59537114,,,,
114789,2021,6418624,4379416,24803059,65551339,,,,
114831,2021,8705448,0,0,0,392324634,,,
114859,2021,9581530,20276471,30139721,70925047,,,,
114938,2021,1496344,5255957,9400682,17197441,74487509,,,
115001,2021,9420798,20046874,20885418,65684822,181947794,,,
115126,2021,7545593,8952944,22481198,20153488,131820250,,,
115287,2021,1083667,664197,5238264,777443,264513392,,,
115296,2021,5213318,3195338,25200301,43705865,,,,
115393,2021,2497743,12951925,31974004,30743187,111109763,,,
115755,2021,23690082,647063,614420,61940866,199856054,,,
115861,2021,2318060,10632568,16447403,31149893,123402146,,,
116439,2021,11340120,2221883,14021188,42876558,,,,
117052,2021,2005966,4071934,11350422,24114809,,,,
117195,2021,2356043,1852168,6531712,7747156,29630333,,,
117247,2021,6771486,2523627,16083099,27646837,,,,
117274,2021,809866,459153,3700804,6841190,26279718,,,
117645,2021,11764395,10432320,36558108,77908293,362223051,,,
117681,2021,0,0,0,2802141,1583836745,,,
117690,2021,3375103,9019898,11531822,30682644,,,,
117706,2021,9073274,19650502,24471103,71445749,,,,
117715,2021,1618664,6898892,8756482,28290431,,,,
117724,2021,4102767,11762384,18154876,58397468,,,,
117733,2021,6108823,18914835,22090361,54836044,,,,
117788,2021,7802758,21284384,25885853,62234524,,,,
117803,2021,462878,0,91299,6133228,,,,
117867,2021,3144343,8942057,11224546,34184444,,,,
117894,2021,4134620,0,0,36238420,,,,
117900,2021,0,2443628,2441912,0,634422276,,,
118347,2021,3451443,1180671,6520479,37293417,125460610,,,
118684,2021,1290392,2908735,5559916,15331456,46099036,,,
118718,2021,4014896,1568190,16776045,39237647,125852208,,,
118772,2021,4530337,1688386,10760098,14283691,,,,
118912,2021,9049034,10961841,18133578,49264458,204875638,,,
118930,2021,5011370,0,0,41648399,,,,
118976,2021,6132362,4730879,24229511,49603760,,,,
119067,2021,3590413,5422916,13331756,25196580,82528051,,,
119137,2021,10118903,6390067,13934349,36882568,,,,
119164,2021,14771076,29488208,43444958,148123415,416174580,,,
119216,2021,5750181,11477183,20452489,39669363,171613280,,,
119331,2021,2989234,3781832,7918615,15130231,72681012,,,
120023,2021,0,0,0,0,450209857,,,
120290,2021,7489753,12244802,14294831,28750670,110328620,,,
120342,2021,12536110,14874257,37349849,33482635,219003745,,,
120421,2021,2757681,5295496,9188938,18249347,,,,
120953,2021,552594,2181048,2286869,10712029,29678141,,,
120971,2021,12699538,12442127,27898256,63666910,235872067,,,
121044,2021,22501235,18096102,26324150,96330588,277153190,,,
121178,2021,0,0,0,4807265,364043798,,,
121363,2021,774042,2725435,7286934,11908387,,,,
121619,2021,6949993,0,0,57977606,,,,
121707,2021,1819458,5012726,7472407,15919977,70262737,,,
121886,2021,1964141,0,0,63396659,161018465,,,
121901,2021,10259243,23586494,44262513,66197305,244102199,,,
122180,2021,6853472,8076038,16764431,67963320,,,,
122205,2021,17529838,3434643,21674302,65010133,,,,
122320,2021,16287494,12171026,46676370,136705049,542203464,,,
122339,2021,4339062,2381684,9133851,33373918,114159209,,,
122375,2021,5855352,2994855,11485389,46163730,140261657,,,
122384,2021,3517103,1939538,7438207,31786066,89832822,,,
122409,2021,228458347,100000,0,246589448,752927736,,,
122597,2021,126896115,21922577,2154508,198614761,580800666,,,
122658,2021,2870014,3976405,18025675,64665555,193936802,,,
122737,2021,0,876676,116163,0,277768021,,,
122746,2021,5009088,4748610,6996146,50813883,,,,
122755,2021,215613273,0,0,229199432,684989037,,,
122782,2021,3396706,0,0,20645571,76581232,,,
122791,2021,4709365,0,0,28624066,106176100,,,
122889,2021,15549266,18308702,40270738,100497774,184302424,,,
122977,2021,43944713,32756417,26763256,151104796,354968128,,,
123013,2021,9822533,14227577,31181998,98757563,243920844,,,
123217,2021,4272561,0,0,47202963,152955283,,,
123299,2021,2909956,8222489,11104590,27016618,115398358,,,
123341,2021,9865898,5108402,24213018,50596530,188551275,,,
123484,2021,1562815,1731927,1514060,9713694,33733076,,,
123493,2021,943849,0,270280,676381,,,,
123509,2021,4730016,0,0,28749588,106641705,,,
123527,2021,4549236,5867182,16713159,46540383,,,,
123563,2021,3879167,59272,13306324,50931245,112330812,,,
123572,2021,43170849,8749600,1392773,65367581,238789122,,,
123800,2021,4839754,17993183,23530735,65427150,219635303,,,
123925,2021,0,608307,8983016,609343,456936682,,,
124113,2021,1683479,4191913,10736385,19110229,58685339,,,
124557,2021,2372000,7289000,58401000,141569518,55480812000,,,
125019,2021,920,664159,9864550,6144865,327220426,,,
125028,2021,5981844,4572321,11541325,31133187,,,,
125091,2021,3431726,6758990,18713678,40870034,140519268,,,
125170,2021,3606532,1344098,8565951,13349871,,,,
125222,2021,6125007,0,0,50903599,252251771,,,
125462,2021,300426,0,0,9270798,,,,
125471,2021,5680820,13916676,14151249,39865647,,,,
126100,2021,4523,3873768,11121115,0,239997484,,,
126119,2021,1114735,7096398,9199742,18167317,76985591,,,
126182,2021,17177836,5123583,8989434,21616040,57843434,,,
126207,2021,8344876,1297385,4755272,31753991,123239463,,,
126289,2021,34794754,539880,3610466,30732549,70350000,,,
126562,2021,263782826,381571022,89554162,589895732,2803368372,,,
126580,2021,94740698,8515438,17901788,99738226,226467199,,,
126614,2021,708961776,469822531,36124825,617540953,1724047836,,,
126711,2021,6822929,2566093,3776952,28789180,93426957,,,
126748,2021,4036949,466743,665889,5397135,16880474,,,
126775,2021,139096470,61421126,11334174,107963737,338732970,,,
126818,2021,437551359,261572360,80396788,405498987,1409145332,,,
126863,2021,20525947,2868749,6843631,20253176,53502820,,,
126915,2021,780674,0,0,1138313,,,,
126942,2021,20838778,3162861,9128051,30891964,65962430,,,
127158,2021,9241884,0,0,13251279,,,,
127185,2021,11200407,3980044,24051862,26872443,90982274,,,
127200,2021,61349438,2937693,9787872,56264298,139511455,,,
127389,2021,2093872,427701,1541885,3873193,14435595,,,
127556,2021,61353274,2215094,16100840,67545797,174110617,,,
127565,2021,106324359,8440872,37461635,89895863,272671435,,,
127617,2021,3082704,621471,1779479,7732594,15098179,,,
127732,2021,3516051,373149,1577845,7668296,20328045,,,
127741,2021,87846945,5922980,23176287,83052513,206962070,,,
127778,2021,2350611,522126,1541269,6961815,26311736,,,
127820,2021,36083529,2078360,11710151,52798168,125100285,,,
127884,2021,14689957,3315669,5869931,27165245,58728187,,,
127909,2021,25878136,4679602,7637059,33049716,62949929,,,
128106,2021,26590923,12698202,5499932,29259159,86142640,,,
128151,2021,3159364,0,0,5595776,,,,
128258,2021,3559498,1475613,2978266,8177350,21648157,,,
128300,2021,0,0,0,658790,1152503017,,,
128328,2021,0,40832412,0,161306237,,,,
128391,2021,21635519,657788,1657645,25436581,63255707,,,
128577,2021,3555367,764815,257447,10479194,26005837,,,
128771,2021,101390953,4400151,3959022,127710457,319353057,,,
128780,2021,8807874,373687,177583,4315034,19033084,,,
129020,2021,420004642,214533370,25953707,589116625,2704897278,,,
129215,2021,37312691,971250,1252810,62303231,148150136,,,
129367,2021,4995000,1567857,783151,20513398,42657555,,,
129543,2021,6619808,1231362,1105459,20786043,52702873,,,
129695,2021,9656355,1484179,1076324,26682340,63976977,,,
129729,2021,11138643,3930985,1676673,34843361,76231461,,,
129756,2021,5320354,881354,412598,13505429,29881297,,,
129808,2021,6522207,887383,668733,20295145,41451622,,,
130004,2021,10435015,1638979,917918,27309009,58802557,,,
130040,2021,2094729,686101,206658,7827872,18746951,,,
130217,2021,2140334,175139,334395,8652375,19360120,,,
130396,2021,12106546,1161909,2284938,35291043,74639729,,,
130493,2021,96241075,3898422,4288748,121442029,296291941,,,
130606,2021,7039944,1656011,786734,19660367,45111527,,,
130624,2021,0,0,0,10588139,82798129,,,
130776,2021,50675859,1625139,1923181,72510343,144168590,,,
130882,2021,1360378,17083755,0,1695791,48957354,,,
130907,2021,47690757,5462222,14308611,68984461,171889620,,,
130934,2021,42333086,25280245,0,41338536,191229007,,,
131399,2021,24913468,26466485,0,36163779,188375306,,,
132374,2021,2811786,0,0,21538464,,,,
132675,2021,184432,255205,29833,1286083,,,,
132693,2021,16729206,1948640,1984367,46923956,119979967,,,
132709,2021,45349047,9062695,3487977,92647780,308089395,,,
132851,2021,6306347,2153050,162095,22751561,66446108,,,
