unitid,year,f1b01,f1b02,f1b03,f1c011,f1d01,f2e011,f2b01,f2b04
139199,2018,,,,,,21471421,56627637,4113364
139205,2018,,,,,,2578287,11297207,1295666
139348,2018,,,,,,3636012,25500977,12362173
139393,2018,,,,,,9985220,40185890,7813158
139630,2018,,,,,,3960800,20458961,25420042
139658,2018,,,,,,754420000,6183312000,834606000
139995,2018,,,,,,555361,2561164,233134
140146,2018,,,,,,1726817,6035794,1295265
140234,2018,,,,,,13108239,31910657,-1334204
140252,2018,,,,,,16381522,64669952,-10165771
140340,2018,,,,,,2646117,11617329,2815387
140447,2018,,,,,,101949243,309376784,39300871
140553,2018,,,,,,26544749,91061831,3259381
140562,2018,,,,,,65611585,165913051,725906
140696,2018,,,,,,9576158,46850661,19032916
140720,2018,,,,,,3618354,13922348,92657
140818,2018,,,,,,17917452,47207112,6602799
140872,2018,,,,,,10112385,31582593,708966
140951,2018,,,,,,111768994,441505263,140324379
140988,2018,,,,,,7758527,25799497,-1018692
141060,2018,,,,,,31540239,156985236,57316900
141167,2018,,,,,,6487854,14942217,-552723
141185,2018,,,,,,5155358,16683495,1804008
141237,2018,,,,,,6172797,19914858,2490469
141325,2018,,,,,,7052354,17038052,-1658176
141361,2018,,,,,,10089287,37299187,3385798
141486,2018,,,,,,17191055,51279584,3539979
141644,2018,,,,,,22358714,78312714,-8091088
142090,2018,,,,,,1156864,2844780,-12530
142294,2018,,,,,,9904684,31748133,-3852715
142461,2018,,,,,,15897686,43187178,3281285
142522,2018,,,,,,174192000,321721000,22427000
142832,2018,,,,,,18917866,37863754,1482831
142887,2018,,,,,,1324001,8013073,416521
142957,2018,,,,,,986847,780746,-1223724
143048,2018,,,,,,60814700,,
143084,2018,,,,,,27462729,90822188,16001508
143118,2018,,,,,,30059242,87194259,7827562
143233,2018,,,,,,1630476,4935800,1531039
143288,2018,,,,,,4162535,15833235,288849
143297,2018,,,,,,2918585,,
143303,2018,,,,,,370607,,
143358,2018,,,,,,84602199,169300895,8251987
143659,2018,,,,,,5015028,16696751,6179774
143853,2018,,,,,,71412287,203024798,47242362
143978,2018,,,,,,37088853,103556410,8392699
144014,2018,,,,,,3160778,5735275,-665630
144050,2018,,,,,,1332682597,3944592250,279198058
144281,2018,,,,,,81957763,196458100,39118111
144351,2018,,,,,,28796884,75274961,1243984
144740,2018,,,,,,257721000,598019000,89786000
144883,2018,,,,,,2949153,11318450,497410
144962,2018,,,,,,27558929,82959024,15179150
144971,2018,,,,,,3874304,18767556,3916846
145275,2018,,,,,,5248598,16240211,3458335
145354,2018,,,,,,1000387,,
145372,2018,,,,,,9349537,24629969,-1307103
145497,2018,,,,,,3185347,,
145558,2018,,,,,,44455942,116570660,-1206586
145619,2018,,,,,,36574426,94224441,2503513
145628,2018,,,,,,10696706,40782521,2774468
145646,2018,,,,,,33879099,74887079,-791247
145691,2018,,,,,,9828030,31756888,-2791703
145725,2018,,,,,,82660000,268896000,62690000
145886,2018,,,,,,346820,1311672,-209142
146241,2018,,,,,,20486117,35963758,-4868069
146339,2018,,,,,,10250530,21581858,-2303445
146427,2018,,,,,,19600928,66106467,19857495
146481,2018,,,,,,17602395,63151484,5531345
146490,2018,,,,,,2311239,10143320,-26111
146533,2018,,,,,,1559165,5158893,1432126
146612,2018,,,,,,56348140,142666953,8019611
146667,2018,,,,,,3159889,9369297,-1059118
146676,2018,,,,,,4550385,16745827,-1820729
146719,2018,,,,,,192061820,649766844,109496468
146728,2018,,,,,,3190143,10701508,-540468
146755,2018,,,,,,2175542,,
146816,2018,,,,,,850640,3985037,501473
146825,2018,,,,,,4722753,12264208,-1972944
146977,2018,,,,,,2995401,10714065,2616616
147013,2018,,,,,,14396992,43608230,-247849
147031,2018,,,,,,1635862,5078422,1491930
147129,2018,,,,,,6309347,,
147244,2018,,,,,,22881789,54949887,-893180
147341,2018,,,,,,14397388,40273381,1287547
147369,2018,,,,,,25331300,114448888,7348166
147396,2018,,,,,,792750,1933928,112241
147536,2018,,,,,,23987750,72496216,482198
147590,2018,,,,,,11055168,25349859,3980503
147660,2018,,,,,,29758073,75441494,10270400
147679,2018,,,,,,21008665,69220214,12288473
147697,2018,,,,,,1000955,4116591,-604920
147767,2018,,,,,,804795000,3019684000,560501000
147828,2018,,,,,,32059157,99944783,7424428
148016,2018,,,,,,12326170,61805846,18286344
148131,2018,,,,,,4829997,19817773,-3211286
148335,2018,,,,,,12480672,48079667,-12029723
148405,2018,,,,,,8018768,27607798,3680712
148487,2018,,,,,,45239099,117569796,254689
148496,2018,,,,,,33702638,75759377,3308557
148511,2018,,,,,,40087000,2074624000,187519000
148575,2018,,,,,,5249821,,
148584,2018,,,,,,18545408,50538904,2475992
148593,2018,,,,,,3388948,5218321,-161426
148627,2018,,,,,,25113575,68849255,4517531
148876,2018,,,,,,5118423,14649269,-574866
148885,2018,,,,,,3248553,18887935,-946603
148955,2018,,,,,,708649,,
148982,2018,,,,,,2148230,10722569,886978
149028,2018,,,,,,2440579,5813781,-962108
149329,2018,,,,,,1589978,4160340,49901
149505,2018,,,,,,11144057,31210491,1705573
149514,2018,,,,,,16116337,35187771,-2645070
149639,2018,,,,,,1336020,5879831,374731
149763,2018,,,,,,8005556,,
149781,2018,,,,,,46458716,186834680,51476027
150048,2018,,,,,,2486024,8417870,-1694494
150066,2018,,,,,,16352000,43609000,-475000
150145,2018,,,,,,10312374,32932672,2149235
150163,2018,,,,,,70461000,213663000,35891000
150172,2018,,,,,,4678856,11381026,-326678
150215,2018,,,,,,1186818,22426414,5763811
150288,2018,,,,,,3381734,20823846,7824917
150400,2018,,,,,,48411279,169585445,54143150
150455,2018,,,,,,27653142,71808495,6691664
150534,2018,,,,,,30001464,78022833,13108754
150604,2018,,,,,,9697471,30427970,1846531
150668,2018,,,,,,8731747,36113546,7857607
150677,2018,,,,,,14269316,40824382,2250590
150756,2018,,,,,,13618757,36478121,1111988
150774,2018,,,,,,2290914,13656725,2234756
150941,2018,,,,,,11310544,31741505,2957740
151263,2018,,,,,,50803232,126576043,6027952
151290,2018,,,,,,17949409,79841228,19360355
151777,2018,,,,,,15276382,45107693,877340
151786,2018,,,,,,40714271,102505476,16548447
151801,2018,,,,,,30939638,199325597,16190651
151810,2018,,,,,,1217456,5912644,377505
151865,2018,,,,,,1194948,4527487,656556
151962,2018,,,,,,411503,1344704,28758
152080,2018,,,,,,411373000,2560740000,1294951000
152099,2018,,,,,,3507042,25796494,-1236885
152318,2018,,,,,,42490205,122052515,17447848
152336,2018,,,,,,18948853,45640063,819055
152381,2018,,,,,,8012048,16408809,-2088782
152390,2018,,,,,,25589768,81811722,18765102
152451,2018,,,,,,1999974,8733694,-2405540
152497,2018,,,,,,2252733,,
152530,2018,,,,,,22814454,72071000,6828000
152567,2018,,,,,,19645156,70538760,11971861
152600,2018,,,,,,44605000,131915000,-92000
152673,2018,,,,,,14549531,75342822,23247136
152798,2018,,,,,,5377620,11406007,2787991
152992,2018,,,,,,8513331,25517748,171591
153001,2018,,,,,,14873863,51456179,7895435
153108,2018,,,,,,16118915,45706175,-231750
153126,2018,,,,,,8922562,26428642,1069766
153144,2018,,,,,,14330893,42566474,1727298
153162,2018,,,,,,13203007,43570162,3754680
153241,2018,,,,,,1937653,8236219,1694087
153250,2018,,,,,,14713273,46633051,7140647
153269,2018,,,,,,52312502,156569440,9233366
153278,2018,,,,,,16352370,68969268,16416391
153302,2018,,,,,,1566427,6453575,497427
153320,2018,,,,,,1840821,6300454,-709872
153366,2018,,,,,,12847429,42723732,6123959
153375,2018,,,,,,11831318,38191108,1789648
153384,2018,,,,,,44603000,266569000,137939000
153409,2018,,,,,,172526,2242028,762722
153418,2018,,,,,,1170098,6467748,1972169
153542,2018,,,,,,207730,,
153621,2018,,,,,,4379034,12884743,-3442931
153825,2018,,,,,,9835412,48958722,2989903
153834,2018,,,,,,30724898,81192913,5733230
153861,2018,,,,,,10208000,32420000,379000
153977,2018,,,,,,6983252,16450049,2453723
154004,2018,,,,,,12566500,43402624,27696
154013,2018,,,,,,10151502,37396701,6241489
154101,2018,,,,,,10354535,32653980,3617390
154156,2018,,,,,,20059688,73606781,12242206
154174,2018,,,,,,29688364,89222268,16355297
154235,2018,,,,,,27896637,88442640,18963651
154262,2018,,,,,,2595559,,
154350,2018,,,,,,15247738,44990964,5119214
154493,2018,,,,,,23523104,53965544,-943769
154527,2018,,,,,,14826510,52642170,2240419
154536,2018,,,,,,1308004,6626212,1280503
154590,2018,,,,,,6322876,22853747,303662
154688,2018,,,,,,13436907,38018056,1596513
154712,2018,,,,,,15358910,50724402,1081250
154721,2018,,,,,,3701694,14626445,2618911
154749,2018,,,,,,3809514,14646976,264285
154855,2018,,,,,,7131645,13754621,-960164
155007,2018,,,,,,1872321,7705870,2050547
155070,2018,,,,,,1304119,10586242,1995823
155089,2018,,,,,,8270982,29692053,1348032
155177,2018,,,,,,3811505,14512698,2818973
155308,2018,,,,,,1214901,3163919,401866
155335,2018,,,,,,10899118,26128469,-1132470
155414,2018,,,,,,4378708,17333995,42434
155496,2018,,,,,,1033298,5555381,-279978
155511,2018,,,,,,5826077,19480007,1453326
155520,2018,,,,,,11209267,34711748,1046204
155627,2018,,,,,,8906526,53048236,2195425
155812,2018,,,,,,10731812,28177968,2993415
155900,2018,,,,,,8556098,23541738,-2379492
155937,2018,,,,,,3556550,15602820,6884176
155973,2018,,,,,,3535698,16357362,505041
156189,2018,,,,,,2906374,20306363,5510435
156213,2018,,,,,,15855664,40227910,2118925
156222,2018,,,,,,12313885,37999387,8650483
156286,2018,,,,,,37859226,85990556,2429547
156295,2018,,,,,,28490945,178976284,62498071
156356,2018,,,,,,6004994,16387478,1837819
156365,2018,,,,,,28439944,87465958,16253770
156408,2018,,,,,,26149412,86163285,22359015
156417,2018,,,,,,531123,3631180,639906
156541,2018,,,,,,30704668,104728307,31922888
156727,2018,,,,,,13541994,36486364,10787406
156745,2018,,,,,,8798359,32809143,9331714
157030,2018,,,,,,191925,1991197,28599
157076,2018,,,,,,3476431,16553157,-514703
157100,2018,,,,,,2484772,12853598,315369
157207,2018,,,,,,725599,4361859,1565989
157216,2018,,,,,,13793686,38345452,555624
157298,2018,,,,,,2135989,11891366,3543621
157377,2018,,,,,,5746760,20203978,1683483
157535,2018,,,,,,14292952,60744982,8165448
157748,2018,,,,,,13449222,53016954,8778743
157757,2018,,,,,,15607449,36816442,4853820
157809,2018,,,,,,10106942,35882996,5981082
157818,2018,,,,,,11290772,35343383,-4288721
157863,2018,,,,,,4946954,25380129,5451383
158325,2018,,,,,,700181,,
158477,2018,,,,,,7127399,27150272,2281700
158802,2018,,,,,,13774457,203226858,157412280
159568,2018,,,,,,7689850,26532860,4611370
159656,2018,,,,,,46040000,117382000,-2647000
159948,2018,,,,,,11109922,26626295,-769765
160065,2018,,,,,,7677386,17924429,1437484
160074,2018,,,,,,9898076,23146889,2836364
160409,2018,,,,,,4775818,8684604,2368654
160524,2018,,,,,,2303464,5940360,789084
160755,2018,,,,,,329018000,1081583000,113847000
160904,2018,,,,,,26790876,251646321,136241907
160940,2018,,,,,,319998,7230483,1499955
160959,2018,,,,,,5044259,43453091,18472232
160977,2018,,,,,,42108715,134353959,20525229
161004,2018,,,,,,57458000,343877000,174246000
161022,2018,,,,,,1273944,3981567,1041178
161086,2018,,,,,,49516000,370516000,215284000
161208,2018,,,,,,557124,1794545,-322225
161457,2018,,,,,,78539040,222915090,35237113
161509,2018,,,,,,6199721,15613445,704166
161518,2018,,,,,,12493360,37418730,495017
161563,2018,,,,,,4890472,25074996,4885179
161572,2018,,,,,,4749958,23103984,3917982
162061,2018,,,,,,3640821,18186602,247214
162210,2018,,,,,,10493444,31900825,3251609
162654,2018,,,,,,25785688,81392000,11825000
162681,2018,,,,,,562393,7790737,2135005
162760,2018,,,,,,15394490,49329864,9318067
162928,2018,,,,,,2073142000,6470289000,705404000
163046,2018,,,,,,67567021,231522058,28072459
163295,2018,,,,,,35160734,97142519,11848407
163462,2018,,,,,,19688336,69487921,3618587
163532,2018,,,,,,2647137,11550488,-552734
163578,2018,,,,,,20095949,43784063,-3264798
163976,2018,,,,,,9437562,27549413,1911458
164085,2018,,,,,,6113182,16169740,-109155
164173,2018,,,,,,37526859,107335012,15576529
164216,2018,,,,,,23306139,74289849,23324720
164270,2018,,,,,,22938000,74305000,10230000
164368,2018,,,,,,11539355,79684713,2832035
164447,2018,,,,,,18122806,55906324,2808752
164465,2018,,,,,,59667781,427083632,234076975
164474,2018,,,,,,879591,3424229,-1989333
164492,2018,,,,,,6199704,26504784,532079
164562,2018,,,,,,23715155,68162283,452433
164580,2018,,,,,,57060378,274120216,66661328
164614,2018,,,,,,246175,1962930,26576
164632,2018,,,,,,22922484,61001456,3174585
164720,2018,,,,,,10845707,46339892,808222
164739,2018,,,,,,76883000,249530000,31305000
164748,2018,,,,,,127475033,293817970,36743544
164872,2018,,,,,,7230573,18160525,855940
164915,2018,,,,,,538827,1646965,164380
164924,2018,,,,,,322070007,1035809816,169061535
164988,2018,,,,,,1056231096,2419861000,517405000
165015,2018,,,,,,126790527,416596456,69443722
165060,2018,,,,,,2312576,,
165167,2018,,,,,,10158219,24314231,-8071967
165264,2018,,,,,,7967461,17294072,1655906
165334,2018,,,,,,43618000,144388000,33543000
165495,2018,,,,,,349581,788611,-80140
165529,2018,,,,,,31976321,86224654,5981827
165574,2018,,,,,,10242235,45484266,4401877
165644,2018,,,,,,4518581,21189981,1644039
165662,2018,,,,,,60008752,209274166,-9107549
165671,2018,,,,,,17784688,70555071,6097990
165699,2018,,,,,,33209708,129305449,25373920
165802,2018,,,,,,10455900,38057238,13219558
165884,2018,,,,,,4364856,13112268,108729
165936,2018,,,,,,19680764,67067573,1768577
165945,2018,,,,,,8385793,24280600,-1376314
166018,2018,,,,,,20356898,57704542,584103
166027,2018,,,,,,1263491000,7812949000,2878105000
166045,2018,,,,,,5416659,8328734,-1211932
166054,2018,,,,,,3135246,12005606,-2018110
166124,2018,,,,,,66516138,248878713,71035918
166391,2018,,,,,,16727100,62506542,2352042
166407,2018,,,,,,5102931,,
166452,2018,,,,,,40888174,109649570,2319967
166489,2018,,,,,,2629799,7294172,884821
166656,2018,,,,,,87376167,329893840,161855575
166683,2018,,,,,,920767000,5503780000,2391723000
166717,2018,,,,,,12549470,29168591,1444230
166850,2018,,,,,,38344560,132737533,11307795
166869,2018,,,,,,28754000,62558000,11073000
166911,2018,,,,,,3348166,10429056,419878
166939,2018,,,,,,55964730,194221994,47725989
167057,2018,,,,,,24239294,55139917,6175002
167093,2018,,,,,,13885697,29122651,4604198
167215,2018,,,,,,6900461,15723022,8419431
167251,2018,,,,,,4812501,13048095,-7252086
167260,2018,,,,,,6994070,40530531,2231332
167297,2018,,,,,,3223718,,
167358,2018,,,,,,448336000,1368009000,163335000
167394,2018,,,,,,11347153,31171106,2231824
167455,2018,,,,,,4928986,17828722,-231397
167464,2018,,,,,,895502,3669875,-66561
167598,2018,,,,,,22759100,60164181,-551440
167677,2018,,,,,,5488608,6028705,-1563393
167783,2018,,,,,,116597590,198097166,8150853
167792,2018,,,,,,8356122,20028406,-2822524
167835,2018,,,,,,86701270,364713240,132346510
167899,2018,,,,,,35830816,115683488,3395207
167996,2018,,,,,,34553910,115454254,18409890
168005,2018,,,,,,68076595,234544198,20344627
168148,2018,,,,,,271075812,1054856712,175224559
168218,2018,,,,,,95679000,382134000,131064000
168227,2018,,,,,,46885200,152929475,27918041
168254,2018,,,,,,42088334,109727033,-304460
168281,2018,,,,,,29566226,83228575,888683
168290,2018,,,,,,18073870,40587536,-2503007
168342,2018,,,,,,102843922,505200179,252272778
168421,2018,,,,,,124045000,283885000,18461000
168528,2018,,,,,,14574256,48789735,2525399
168546,2018,,,,,,19708538,60163373,-1920121
168591,2018,,,,,,16716460,54016129,3318345
168740,2018,,,,,,36905243,99802477,4560672
168786,2018,,,,,,11125012,41963809,6069090
168847,2018,,,,,,62540901,123468735,-12344129
169080,2018,,,,,,47393220,140041665,23383100
169099,2018,,,,,,4406799,12773233,1890891
169220,2018,,,,,,1860252,4455989,675148
169327,2018,,,,,,2718923,11452809,82389
169363,2018,,,,,,10499469,21577598,3488621
169424,2018,,,,,,9175359,11807462,1138190
169442,2018,,,,,,18873771,56024364,1444596
169479,2018,,,,,,28238210,110157978,-6070809
169628,2018,,,,,,12501122,23116951,390801
169716,2018,,,,,,78664452,174468790,3162913
169983,2018,,,,,,22022996,72672240,8848031
170000,2018,,,,,,3773416,12782155,567092
170037,2018,,,,,,10590724,48401639,9166476
170091,2018,,,,,,684731,3111547,52327
170286,2018,,,,,,42590032,207328422,119653696
170301,2018,,,,,,37597000,138720000,20781000
170532,2018,,,,,,24251896,90779487,34688898
170675,2018,,,,,,25554752,66031697,-1248434
170806,2018,,,,,,19492075,45630843,1903085
170842,2018,,,,,,3701266,14087246,-5479107
170967,2018,,,,,,4572473,14750478,565686
171012,2018,,,,,,185440,,
171492,2018,,,,,,18380012,59829637,2386769
171599,2018,,,,,,6339128,25914129,2413965
171881,2018,,,,,,2329412,6031483,950670
172033,2018,,,,,,3060645,11677897,2631976
172264,2018,,,,,,12053841,39142802,2051232
172334,2018,,,,,,22328773,56693670,5811646
172440,2018,,,,,,4062776,17005004,4086990
172477,2018,,,,,,21995478,52675759,2095261
172608,2018,,,,,,7834410,28496809,1637534
172705,2018,,,,,,2229204,9370494,-869511
172927,2018,,,,,,209054,,
173045,2018,,,,,,34511233,82394395,5248567
173142,2018,,,,,,8039855,19741173,-270782
173160,2018,,,,,,34529351,110822820,3388188
173179,2018,,,,,,2018424,,
173258,2018,,,,,,62615502,221725678,79581765
173300,2018,,,,,,26676984,88266757,7015061
173328,2018,,,,,,19610151,64624130,7838509
173452,2018,,,,,,7527776,21509849,1432030
173647,2018,,,,,,35645934,115092874,30746790
173665,2018,,,,,,25779752,83833791,1156774
173683,2018,,,,,,1220839,,
173896,2018,,,,,,5846820,24892920,8461765
173902,2018,,,,,,43573000,149026000,32147000
173957,2018,,,,,,31422721,,
174127,2018,,,,,,10854270,25734306,3530909
174154,2018,,,,,,2586552,6363212,537022
174437,2018,,,,,,6050066,23702701,248969
174491,2018,,,,,,20947624,82041896,2852608
174507,2018,,,,,,8735715,27845849,1389503
174525,2018,,,,,,472286,3178269,-156353
174747,2018,,,,,,23816052,73317289,8827144
174792,2018,,,,,,26876743,96444538,21119961
174817,2018,,,,,,33076507,89341223,13160632
174844,2018,,,,,,54619722,166745930,45869520
174862,2018,,,,,,3375477,18515047,932333
174899,2018,,,,,,34520730,86899738,9853104
174914,2018,,,,,,128182113,304269912,37676651
175005,2018,,,,,,48518537,109059678,4178566
175120,2018,,,,,,3585008,,
175139,2018,,,,,,1493127,3516320,-791199
175227,2018,,,,,,15221293,31964130,3549999
175281,2018,,,,,,13270639,33989229,6644850
175421,2018,,,,,,12680777,48857532,-2072705
175430,2018,,,,,,4700023,12074483,699185
175980,2018,,,,,,13213534,43943938,4578139
176053,2018,,,,,,38415499,91386771,11835469
176318,2018,,,,,,3250816,21013881,3909409
176336,2018,,,,,,43000,584052,105031
176406,2018,,,,,,4162774,26691468,27827456
176451,2018,,,,,,461227,1794663,485998
176479,2018,,,,,,34995252,97707432,33052327
176600,2018,,,,,,1113392,2362112,-598309
176628,2018,,,,,,12598777,29781964,561722
176664,2018,,,,,,955270,5378573,-108290
176770,2018,,,,,,6971407,,
176789,2018,,,,,,1241589,11479005,5965776
176910,2018,,,,,,893921,4333715,153996
176947,2018,,,,,,18398267,44433883,9088905
177038,2018,,,,,,5930244,16659972,1126782
177065,2018,,,,,,53211792,105719639,11734318
177083,2018,,,,,,608036,3379579,-2429
177092,2018,,,,,,5661852,36805200,14837146
177117,2018,,,,,,7194728,19213135,2586200
177126,2018,,,,,,3190824,11878416,2473150
177144,2018,,,,,,5120497,25992991,3928801
177214,2018,,,,,,13456870,64966490,11819310
177278,2018,,,,,,2954476,4989854,-117839
177339,2018,,,,,,10373584,36876962,-751493
177418,2018,,,,,,11422931,27228302,-1811406
177542,2018,,,,,,4510054,14849916,-1490905
177719,2018,,,,,,8524721,25484504,3779417
177746,2018,,,,,,8272709,31063133,9676920
177816,2018,,,,,,4134397,8365654,56215
177834,2018,,,,,,67638569,164727030,21839274
177931,2018,,,,,,211338,,
177968,2018,,,,,,49583533,149644342,-5360367
177986,2018,,,,,,13891349,34174379,2834670
178059,2018,,,,,,39647124,105628434,11824997
178208,2018,,,,,,3306638,22682842,7186287
178244,2018,,,,,,13756942,35744953,2152469
178369,2018,,,,,,5565403,22996216,2669288
178518,2018,,,,,,1137935,4327799,133730
178679,2018,,,,,,3006558,10536213,-271964
178697,2018,,,,,,17720601,107823721,58443131
178721,2018,,,,,,34448655,86980839,6142804
178891,2018,,,,,,7989874,32327070,2515004
179043,2018,,,,,,18153505,59142113,6741885
179159,2018,,,,,,245096925,892102449,86964579
179256,2018,,,,,,762968,2004587,-627859
179265,2018,,,,,,21273216,63048119,4649771
179317,2018,,,,,,1548883,5205563,378963
179326,2018,,,,,,19544171,45461368,1768058
179450,2018,,,,,,2317475,,
179548,2018,,,,,,9086505,31673137,7818056
179812,2018,,,,,,27283348,72067196,10070189
179867,2018,,,,,,1988694000,4148901000,1011789000
179894,2018,,,,,,72263419,176824084,-17840781
179946,2018,,,,,,5764418,25160030,3679835
179955,2018,,,,,,11701464,37584576,1413542
179964,2018,,,,,,9775598,24848913,-1527393
180054,2018,,,,,,2857176,13222310,1766472
180106,2018,,,,,,11823716,43549478,5820469
180258,2018,,,,,,5224581,15132509,-8088177
180595,2018,,,,,,9863713,26068446,734446
180647,2018,,,,,,11209050,24493737,-514280
180814,2018,,,,,,16620251,79820369,1367034
180832,2018,,,,,,11223543,19835133,563869
180878,2018,,,,,,5332034,,
180984,2018,,,,,,10799371,57048105,18268482
181002,2018,,,,,,130272000,446327000,68896000
181020,2018,,,,,,12966031,44475963,-66876
181127,2018,,,,,,8869706,27818318,-1364213
181145,2018,,,,,,320000,,
181242,2018,,,,,,1136094,4488738,400343
181297,2018,,,,,,10091036,21622337,2478573
181330,2018,,,,,,7896170,29701148,7436428
181376,2018,,,,,,1024345,5322465,1657736
181400,2018,,,,,,1534926,6529555,1061877
181446,2018,,,,,,16507000,48606000,7778000
181543,2018,,,,,,155193,532223,-155657
181604,2018,,,,,,8737679,27874275,4181228
181738,2018,,,,,,9641761,26540998,3368913
181853,2018,,,,,,2418266,9484819,-885191
182148,2018,,,,,,2291222,3197708,-3287632
182458,2018,,,,,,5805954,16979720,820647
182634,2018,,,,,,8451770,30479987,-1788966
182670,2018,,,,,,187228500,1546037515,739712909
182795,2018,,,,,,16966371,55559836,5171717
182917,2018,,,,,,563800,2806100,640100
182980,2018,,,,,,10000054,41722880,3356490
183026,2018,,,,,,105395512,751814464,129151881
183211,2018,,,,,,13033756,36956051,4322998
183239,2018,,,,,,28694332,92220313,10847473
183248,2018,,,,,,1381606,,
183275,2018,,,,,,1065920,3944908,982169
183600,2018,,,,,,83607,711190,38217
183804,2018,,,,,,8026366,91847240,37629263
183822,2018,,,,,,16518914,46831810,1945847
183910,2018,,,,,,11916000,46356000,226000
183974,2018,,,,,,11981972,43257681,483344
184348,2018,,,,,,28670000,74144000,-19512000
184603,2018,,,,,,66670000,238759000,37549000
184612,2018,,,,,,13534212,42367878,787623
184773,2018,,,,,,13766299,45207529,-1546518
184968,2018,,,,,,1422747,,
185572,2018,,,,,,62497990,196767034,19313024
185651,2018,,,,,,660377,,
185679,2018,,,,,,4319161,,
185758,2018,,,,,,1404457,3050976,-1136625
186122,2018,,,,,,11060745,119596990,57122334
186131,2018,,,,,,486008000,4168862000,2592050000
186186,2018,,,,,,1574915,5494471,450935
186283,2018,,,,,,57696000,155121000,12416000
186405,2018,,,,,,189705,,
186423,2018,,,,,,636794,,
186432,2018,,,,,,26414539,86124557,11507476
186584,2018,,,,,,97330000,319493000,9039000
186618,2018,,,,,,9740484,25851198,-816130
186867,2018,,,,,,77689000,284937000,59591000
186900,2018,,,,,,220821,872377,38795
188182,2018,,,,,,3837172,12668286,269035
188207,2018,,,,,,725533,3362523,22110
188340,2018,,,,,,14028539,38443959,-231459
188429,2018,,,,,,100272608,232778612,16260306
188526,2018,,,,,,20855647,52209505,4985106
188535,2018,,,,,,9167081,18326090,-616129
188580,2018,,,,,,37897000,412890000,37752000
188641,2018,,,,,,27106418,84326780,18574974
188669,2018,,,,,,1319000,,
188678,2018,,,,,,2623290,12448987,1598297
188687,2018,,,,,,1992730,5261525,157640
188854,2018,,,,,,21278673,72057448,3770943
188915,2018,,,,,,685748,,
188942,2018,,,,,,898741,1142668,-169311
189015,2018,,,,,,26333425,58953814,-2112880
189088,2018,,,,,,86616651,165238775,-8635608
189097,2018,,,,,,65465000,191433000,25451000
189273,2018,,,,,,1047145,2455603,12230
189282,2018,,,,,,1580621,3457488,458
189413,2018,,,,,,4257089,39362161,24478000
189501,2018,,,,,,19918760,51099682,-9064145
189705,2018,,,,,,27884592,78345462,518899
189848,2018,,,,,,9043849,20882264,-2306255
189857,2018,,,,,,1462094,4213362,104727
189981,2018,,,,,,583257,4532680,674680
190008,2018,,,,,,1827539,,
190044,2018,,,,,,56311164,143868451,-6953646
190071,2018,,,,,,2145284,,
190080,2018,,,,,,1513891,3031109,0
190099,2018,,,,,,75120493,251578613,48064201
190114,2018,,,,,,10270925,28682771,931122
190150,2018,,,,,,2739126000,5623515000,1056802000
190248,2018,,,,,,12421863,34451731,-437093
190372,2018,,,,,,30880910,102117629,26790345
190415,2018,,,,,,696490251,2782414737,440013206
190424,2018,,,,,,221665304,2127295038,39690612
190451,2018,,,,,,1856420,,
190503,2018,,,,,,55140727,156396481,10993663
190707,2018,,,,,,315468,,
190716,2018,,,,,,30664734,71409725,9253846
190725,2018,,,,,,20424604,51528223,3372135
190752,2018,,,,,,2662891,3539567,-139124
190761,2018,,,,,,14606237,40584521,1196246
190956,2018,,,,,,1152967,806909,42995
190983,2018,,,,,,10817924,34559507,-3901604
191241,2018,,,,,,232125000,670270000,41700000
191320,2018,,,,,,1322462,10403486,641170
191515,2018,,,,,,60337000,195252000,56449000
191533,2018,,,,,,16542859,47431807,-1189895
191597,2018,,,,,,3793625,6832356,488188
191621,2018,,,,,,4879232,13741809,-1288377
191630,2018,,,,,,35483757,126695109,14122706
191649,2018,,,,,,176754498,460647387,81085788
191676,2018,,,,,,10659355,39119756,6200714
191931,2018,,,,,,34345000,118060000,13666000
191940,2018,,,,,,1104607,,
191968,2018,,,,,,92946666,257583810,19306577
192040,2018,,,,,,7437930,47937081,11000414
192110,2018,,,,,,35259017,170483201,69669275
192165,2018,,,,,,337706,1860920,325894
192192,2018,,,,,,14790742,42389957,757030
192323,2018,,,,,,35966360,100503114,15559592
192448,2018,,,,,,156852079,374293233,28800792
192624,2018,,,,,,679128,1846360,-249481
192703,2018,,,,,,44961851,170818756,34569224
192712,2018,,,,,,20155244,47252360,4320739
192749,2018,,,,,,21401155,62041838,1404525
192785,2018,,,,,,4224510,12930952,1349122
192800,2018,,,,,,150244,,
192819,2018,,,,,,77351057,238628334,48156840
192864,2018,,,,,,21587684,65537987,3775952
192925,2018,,,,,,12557952,36555161,3760
192961,2018,,,,,,1286881,1856628,50417
192970,2018,,,,,,150243,,
193016,2018,,,,,,50008536,156897399,20597361
193052,2018,,,,,,2472577,5473184,398236
193061,2018,,,,,,432936,1183548,48057
193070,2018,,,,,,2316242,4119221,10736
193247,2018,,,,,,1350273,4534400,344879
193292,2018,,,,,,65022694,122078340,6132166
193353,2018,,,,,,17613861,65612254,6836570
193380,2018,,,,,,1430185,,
193399,2018,,,,,,17225706,53480850,1733448
193405,2018,,,,,,36664728,2883973000,81653000
