unitid,year,scugffn,npgrn2,agrnt_a,loan_a,agrnt_p
139393,2017,265,23353,21187,6209,98
139463,2017,866,,5137,4421,86
139506,2017,135,12097,5623,7378,99
139579,2017,13,23716,5802,5111,100
139621,2017,986,,5326,5499,100
139630,2017,238,16337,11927,10595,96
139658,2017,1358,26867,38213,6434,53
139700,2017,983,,4848,3446,72
139719,2017,494,,7570,7020,90
139746,2017,0,,,,
139755,2017,2873,,12779,7378,67
139764,2017,475,,7296,5568,91
139861,2017,1379,,7252,6865,93
139931,2017,3543,,6648,6617,83
139940,2017,3836,,10090,6117,91
139959,2017,5401,,10076,6283,95
139968,2017,763,,5288,5239,78
139986,2017,374,,5806,2442,90
139995,2017,92,15658,4121,7439,85
140003,2017,70,21196,3867,7094,83
140012,2017,282,,4981,4385,73
140234,2017,235,19916,22031,6121,100
140243,2017,270,,4976,3300,86
140252,2017,112,27896,7232,5632,87
140331,2017,728,,4718,4550,82
140340,2017,40,23807,4574,7887,93
140447,2017,828,21268,28528,8485,100
140553,2017,608,30566,17318,7814,76
140678,2017,341,,5494,4929,91
140696,2017,331,22323,27532,8034,99
140720,2017,104,16651,8131,10539,100
140818,2017,272,18708,16843,6127,100
140827,2017,5,,,,0
140872,2017,353,20329,14226,10575,91
140942,2017,262,,4863,2150,72
140951,2017,2139,41738,12973,10411,97
140960,2017,1254,,7969,6998,89
140988,2017,317,18557,15046,7145,99
141006,2017,347,,6714,1933,87
141015,2017,8,29201,3045,11802,63
141060,2017,531,36190,13647,7038,71
141167,2017,100,22447,8379,6690,73
141185,2017,207,20396,13976,7095,93
141237,2017,218,17257,12801,7081,99
141255,2017,174,,6203,3197,95
141264,2017,1491,,8140,6120,88
141325,2017,103,15237,16700,8198,100
141334,2017,2375,,6799,6161,86
141361,2017,338,18761,23115,6437,100
141486,2017,256,20975,14150,6617,98
141565,2017,359,,6976,5728,73
141574,2017,1924,,7227,6754,70
141608,2017,33,14435,5375,8056,91
141644,2017,451,28706,11547,7555,94
141680,2017,333,,4231,4520,46
141796,2017,689,,4100,3901,43
141802,2017,154,,4509,2992,61
141811,2017,846,,4194,4124,50
141839,2017,370,,4315,4804,58
141848,2017,16,23263,5801,8850,100
141945,2017,48,24371,5305,6650,92
141981,2017,266,,5680,4716,53
141990,2017,224,,4594,5189,68
142054,2017,46,,3445,7903,80
142090,2017,33,20990,3768,2721,97
142115,2017,2526,,8258,6159,87
142179,2017,74,,4435,4792,73
142276,2017,1356,,6931,6128,86
142285,2017,1660,,6993,6839,94
142294,2017,237,22277,18125,7307,100
142328,2017,509,,5579,4987,84
142407,2017,12,10796,4989,8083,100
142416,2017,18,9671,5645,9500,89
142443,2017,591,,4519,4359,70
142461,2017,229,19204,19193,7937,100
142489,2017,25,13588,4877,8050,68
142522,2017,3738,7727,4070,5176,47
142559,2017,629,,5040,3388,72
142887,2017,56,26843,10989,10736,80
142957,2017,2,8325,3625,,100
143048,2017,629,45728,16618,10559,88
143084,2017,697,23919,27532,7274,99
143118,2017,652,17848,15909,6044,100
143181,2017,21,13432,5942,6481,86
143215,2017,880,,5509,3426,53
143279,2017,652,,5133,4044,48
143288,2017,169,12037,17530,5269,99
143297,2017,0,,,,
143303,2017,0,,,,
143358,2017,1093,25857,19250,8044,99
143376,2017,49,11548,4128,7459,51
143464,2017,6,14563,5234,9533,83
143473,2017,9,2898,5171,,33
143482,2017,8,8377,5313,3266,50
143491,2017,1,,,,0
143516,2017,2,4804,5065,3464,50
143543,2017,24,14142,4613,9534,67
143552,2017,10,13675,4277,9183,100
143613,2017,322,,7842,4702,86
143695,2017,9,16149,4693,8156,100
144005,2017,76,,11044,5815,96
144050,2017,1591,34834,37883,10381,58
144157,2017,411,,4754,4966,78
144166,2017,620,,5503,3897,81
144175,2017,135,,4953,3789,82
144184,2017,413,,5137,4235,72
144193,2017,456,,5116,2372,66
144209,2017,1246,,5187,3891,76
144218,2017,901,,4906,3552,70
144281,2017,1533,31484,10255,8258,83
144351,2017,357,17846,21177,5923,100
144485,2017,444,18854,4191,7289,80
144564,2017,345,,5066,3405,60
144573,2017,20,13799,5619,7494,85
144740,2017,2453,32927,20387,6910,95
144795,2017,134,8117,4377,7271,64
144865,2017,1879,,5274,4651,47
144883,2017,181,25996,4321,2510,95
144892,2017,770,,8497,6872,93
144944,2017,932,,3968,3674,42
144962,2017,477,22685,21852,7532,93
144971,2017,153,19754,11603,8068,100
145099,2017,249,18098,3330,5202,63
145239,2017,21,12194,7026,7374,76
145309,2017,18,9720,3550,6361,78
145336,2017,218,,7566,10070,81
145354,2017,1,13650,6868,5500,100
145372,2017,194,20707,17525,4981,100
145406,2017,46,21443,3246,6804,43
145424,2017,4,15015,5765,9250,75
145433,2017,11,17152,4994,6500,45
145460,2017,0,,,,
145497,2017,88,21120,7874,6000,20
145521,2017,310,,5095,4138,73
145600,2017,3271,,13415,6273,71
145619,2017,552,24039,18272,6779,99
145637,2017,7581,,13595,6686,49
145646,2017,425,30147,26421,8454,100
145682,2017,1035,,5211,3880,51
145691,2017,293,17177,24557,7355,100
145707,2017,155,,3722,3577,97
145725,2017,503,26324,34485,6976,100
145770,2017,6,20645,6105,7017,100
145813,2017,3682,,9124,7828,64
145831,2017,183,,4730,4112,56
146205,2017,509,,4724,5381,66
146278,2017,386,,4611,4023,77
146296,2017,1043,,3639,3097,49
146339,2017,178,20782,19268,10438,100
146348,2017,247,,4313,4299,58
146366,2017,145,,5006,5000,73
146393,2017,55,30324,7984,6853,62
146418,2017,422,,5191,5233,61
146427,2017,347,25136,29331,7157,97
146454,2017,41,11706,5758,10631,49
146472,2017,1236,,4648,4458,39
146481,2017,358,25646,31022,7126,98
146506,2017,859,,4906,3308,66
146533,2017,0,,,,
146603,2017,562,,3926,3330,65
146612,2017,642,19967,19462,7666,99
146667,2017,81,19204,6461,7259,100
146676,2017,289,15830,13924,6098,100
146685,2017,759,,5177,6095,53
146700,2017,578,13840,4469,7698,83
146719,2017,2621,34526,22016,8772,97
146755,2017,0,,,,
146807,2017,12,13201,5815,7236,42
146816,2017,25,18763,3739,4276,80
146825,2017,131,17313,17595,7470,100
147004,2017,621,,4867,4889,36
147013,2017,458,20890,20121,6902,97
147129,2017,19,24390,6598,8988,47
147165,2017,2,23786,7240,9500,100
147244,2017,448,20988,23312,8642,99
147341,2017,285,18467,27809,7008,100
147369,2017,277,17606,9118,8293,81
147378,2017,1779,,5436,4431,48
147396,2017,36,17509,6660,6833,89
147411,2017,369,,4994,3804,66
147439,2017,25,8778,3457,3166,68
147536,2017,313,15319,8813,3885,88
147590,2017,0,,,,
147642,2017,11,7149,2821,4791,100
147660,2017,589,25037,23128,7601,99
147679,2017,378,20651,15332,6194,99
147703,2017,1784,,9482,7535,89
147749,2017,128,25864,3660,3670,78
147767,2017,1985,26099,44247,7024,54
147776,2017,767,,7565,6805,66
147800,2017,523,,4162,5776,47
147819,2017,42,9170,5536,9157,55
147828,2017,704,21085,23905,6869,100
147916,2017,666,,4717,3728,51
148007,2017,213,,5271,5375,78
148016,2017,113,14300,26612,5698,100
148098,2017,48,14899,2571,4812,42
148131,2017,287,16986,22116,6508,99
148140,2017,14,18553,6241,8957,79
148177,2017,80,21317,6881,6286,88
148256,2017,476,,4902,7479,63
148292,2017,275,,4053,4819,76
148335,2017,548,20772,14934,7011,96
148380,2017,898,,4637,3537,46
148399,2017,108,14639,5631,7726,78
148405,2017,160,20985,19377,7402,98
148487,2017,336,26098,17520,10065,97
148496,2017,495,18250,21930,6243,100
148511,2017,0,,,,
148575,2017,0,,,,
148584,2017,215,18766,21121,6119,98
148593,2017,0,,,,
148627,2017,616,14911,23975,6212,100
148654,2017,295,,12207,5736,93
148672,2017,282,,4329,3665,65
148821,2017,82,,2755,6568,91
148876,2017,179,8373,11386,,87
148937,2017,253,,4338,12250,91
148955,2017,28,12391,3847,945,64
148991,2017,209,,5471,4578,78
149028,2017,0,,,,
149204,2017,37,10548,4432,8750,32
149222,2017,1669,,10924,6804,86
149231,2017,1921,,6756,6189,82
149310,2017,20,16485,7315,7500,60
149329,2017,20,8022,9568,,100
149365,2017,370,,5798,,92
149499,2017,5,8251,4205,3072,60
149505,2017,160,22223,17954,7691,99
149514,2017,147,20283,22366,7166,100
149532,2017,629,,4940,5038,57
149550,2017,65,17649,2468,5970,75
149639,2017,21,28433,10274,7089,100
149727,2017,1024,,4437,3310,43
149763,2017,0,,,,
149772,2017,1465,,9239,7426,83
149781,2017,588,30021,16173,7663,84
149842,2017,1575,,5159,4694,45
150048,2017,267,16227,9120,5778,89
150066,2017,412,24005,17790,7910,100
150136,2017,3866,,10658,7624,77
150145,2017,237,19327,17884,8326,98
150163,2017,1255,38051,16348,10530,96
150172,2017,108,11965,11178,5457,96
150251,2017,49,31765,5126,11331,65
150303,2017,58,14914,5433,9595,84
150400,2017,559,29318,31570,5593,99
150428,2017,14,15292,3390,5113,71
150437,2017,18,10365,3753,4298,67
150455,2017,355,20721,36987,6038,100
150534,2017,537,21046,26391,7754,98
150604,2017,238,22408,20052,6735,100
150668,2017,185,19446,23958,6293,100
150677,2017,398,20324,13531,8026,100
150756,2017,308,22455,26000,6965,100
150765,2017,17,14379,5314,7549,76
150774,2017,212,20713,21034,11509,83
150853,2017,41,9660,4853,9959,95
150941,2017,196,19219,17623,5858,98
150987,2017,5342,,6048,4295,63
151102,2017,1517,,7555,5157,66
151111,2017,3836,,11347,6814,69
151166,2017,84,21213,5160,6365,92
151263,2017,1000,21510,19134,8290,99
151290,2017,732,24691,13575,10121,95
151306,2017,1661,,6617,5804,83
151324,2017,2436,,9297,7291,76
151333,2017,480,,7341,5331,65
151342,2017,860,,7270,5222,71
151351,2017,7654,,11647,7833,62
151360,2017,560,,7532,5499,62
151379,2017,873,,7119,5593,63
151388,2017,346,,7751,5150,75
151458,2017,133,16118,6500,6916,68
151467,2017,115,14256,7443,6887,77
151564,2017,12,3940,5778,,33
151607,2017,50,15790,4723,8764,84
151616,2017,,,,,
151652,2017,68,14486,4576,10106,87
151661,2017,682,20041,4306,7488,70
151777,2017,389,18657,24034,6842,100
151786,2017,390,20902,23977,7668,100
151801,2017,684,20008,16833,6927,93
151810,2017,14,16433,7045,8102,100
151944,2017,,,,,
151962,2017,40,18666,1089,918,50
152044,2017,25,8120,3675,3441,100
152080,2017,2046,27453,39590,6600,56
152099,2017,86,16274,19012,9757,90
152150,2017,4,8319,4848,11240,100
152275,2017,69,13440,4255,6858,86
152309,2017,20,9517,5855,8182,85
152318,2017,543,41536,20967,13354,98
152327,2017,5,11858,5402,9887,100
152336,2017,339,18204,18901,7853,100
152381,2017,79,17508,22810,9157,97
152390,2017,432,26664,25970,6505,100
152415,2017,362,20812,4075,7977,81
152497,2017,4,31417,6021,5500,50
152530,2017,472,25734,17726,7475,98
152567,2017,461,23176,21585,8082,98
152600,2017,862,23099,26441,8810,99
152628,2017,13,6363,1710,,8
152637,2017,1876,,6470,7563,78
152673,2017,215,24603,28547,7066,99
152798,2017,0,,,,
152992,2017,210,18409,23343,8396,97
153001,2017,183,20016,24599,7913,100
153074,2017,65,11765,3900,6844,75
153083,2017,25,11568,5026,7340,56
153108,2017,323,22825,26389,8052,100
153126,2017,158,26909,17474,6800,99
153144,2017,374,21733,31543,7777,99
153162,2017,287,27009,26957,8449,100
153171,2017,5,13989,5265,8650,100
153214,2017,1867,,3909,4522,56
153241,2017,4,6451,12748,3300,100
153250,2017,388,25688,16673,8090,100
153269,2017,765,28277,21239,8089,100
153278,2017,435,22822,16579,13771,92
153296,2017,295,,4513,5077,91
153302,2017,65,13021,12905,6001,98
153311,2017,548,,4569,5194,64
153320,2017,61,15272,12589,4959,100
153339,2017,11,5925,4736,6004,73
153366,2017,256,18302,21468,7252,100
153375,2017,335,18442,17072,7158,100
153384,2017,413,29492,33946,4606,86
153409,2017,0,,,,
153418,2017,2,17081,6755,5994,100
153427,2017,77,20352,4448,7617,66
153445,2017,839,,4269,5065,60
153463,2017,7,5322,5815,6919,29
153472,2017,771,,4556,5123,72
153524,2017,1158,,4261,5229,86
153533,2017,318,,5021,5491,76
153542,2017,0,,,,
153588,2017,28,12411,4834,8826,50
153597,2017,29,8988,5918,7352,72
153603,2017,6145,,7882,7208,78
153621,2017,204,25003,12859,3024,81
153630,2017,921,,4893,5434,90
153658,2017,5224,,8045,7174,82
153737,2017,2040,,4845,4854,62
153746,2017,28,13030,3953,7537,61
153764,2017,60,15430,3555,7056,63
153773,2017,57,9826,5237,5539,74
153782,2017,41,14994,4684,7600,78
153825,2017,328,19583,22336,7227,100
153834,2017,520,26013,26533,8720,100
153861,2017,20,18147,21583,9473,75
153922,2017,313,,4256,4549,83
153977,2017,27,20587,6191,8056,74
154004,2017,341,22147,19968,8724,100
154013,2017,237,22429,20783,10322,100
154022,2017,732,18469,4616,6769,81
154059,2017,617,,3783,4551,79
154095,2017,1962,,4677,6050,65
154101,2017,281,23335,19343,8119,100
154110,2017,386,,4598,5310,63
154129,2017,240,,5179,6423,58
154165,2017,10,10967,4738,9642,90
154174,2017,1,13315,8315,5500,100
154208,2017,43,11592,3812,5878,58
154235,2017,453,24940,17930,9164,100
154262,2017,4,20290,4688,6750,75
154332,2017,60,13403,4239,6092,83
154341,2017,31,16253,3730,8390,61
154350,2017,348,22511,25683,8101,100
154378,2017,410,,4831,4582,67
154396,2017,283,,4959,4694,74
154448,2017,56,9827,4075,7188,75
154457,2017,15,11873,4524,7664,73
154466,2017,10,11873,4253,7500,70
154493,2017,214,23525,17917,6705,96
154518,2017,132,19985,12895,5903,93
154527,2017,445,22976,27199,8386,98
154545,2017,30,9181,4171,8104,77
154572,2017,495,,4078,4820,87
154590,2017,237,20214,15705,7745,99
154642,2017,303,,3762,3259,87
154688,2017,238,22393,20262,7158,100
154697,2017,343,,4891,4460,89
154712,2017,517,24766,17298,7507,100
154721,2017,210,23856,18063,8199,100
154749,2017,101,21519,18660,6826,94
154794,2017,13,19238,5780,9973,77
154800,2017,1462,,4825,4549,79
154855,2017,84,8986,19547,6139,80
154907,2017,288,,4220,4482,73
154925,2017,427,,3895,3783,100
154934,2017,218,,4501,4295,86
154952,2017,421,,4428,3742,85
154998,2017,422,,3671,4659,87
155007,2017,82,8059,6829,3327,99
155025,2017,663,,5461,10629,87
155052,2017,93,,4557,4676,76
155061,2017,931,,4789,5568,90
155070,2017,35,16047,12943,5250,100
155089,2017,163,21304,17152,6942,99
155098,2017,275,,4450,4617,92
155104,2017,523,,4373,3920,53
155140,2017,178,,5141,,74
155159,2017,60,12749,4595,6203,57
155177,2017,139,19641,18442,5791,100
155186,2017,517,,4355,4949,86
155195,2017,935,,4298,4594,86
155201,2017,258,,4734,4728,76
155210,2017,1537,,3833,3617,49
155283,2017,480,23892,3727,6194,72
155292,2017,537,,5154,4512,68
155308,2017,35,12865,4116,5309,86
155317,2017,4130,,9205,6905,74
155335,2017,180,14663,20906,5491,100
155353,2017,37,15199,4087,6379,81
155399,2017,3531,,6435,6650,78
155414,2017,165,25631,15555,6950,97
155423,2017,61,,3292,4731,79
155450,2017,240,,4058,4086,88
155487,2017,61,,4019,4976,52
155496,2017,57,21189,7793,6258,100
155511,2017,195,21954,17692,11855,100
155520,2017,179,19803,20202,6076,98
155566,2017,325,,4614,4200,87
155593,2017,207,,4161,5782,68
155618,2017,160,,5242,6576,86
155627,2017,190,23661,17226,8895,99
155636,2017,0,,,,
155681,2017,1007,,3989,6076,78
155715,2017,313,,4747,4032,93
155812,2017,120,20839,17195,6429,100
155830,2017,77,,4307,4584,61
155858,2017,371,,4227,4053,60
155900,2017,182,22279,18476,8045,98
155937,2017,128,20147,14924,6223,100
155973,2017,136,23815,17705,4183,100
156082,2017,849,,6602,5808,81
156107,2017,316,,3767,6029,79
156125,2017,1446,,5793,8072,79
156134,2017,308,19814,4415,7703,87
156189,2017,168,14075,9649,4378,100
156213,2017,306,22500,15833,8680,99
156231,2017,353,,4939,4834,89
156277,2017,56,11519,4227,4212,66
156286,2017,634,24711,28601,6957,100
156295,2017,418,1680,33422,2747,100
156310,2017,82,12175,4215,7976,84
156338,2017,258,,4200,4294,93
156356,2017,125,13496,16834,6240,98
156365,2017,582,16523,20636,5370,89
156392,2017,1347,,4156,4491,88
156408,2017,400,26249,26184,6558,99
156417,2017,4,9012,7597,,100
156426,2017,51,15313,4555,11458,53
156471,2017,237,23161,3993,6459,76
156541,2017,409,19212,18348,6371,100
156620,2017,2562,,8234,5748,97
156648,2017,686,,4324,4026,94
156745,2017,297,19012,29107,6121,100
156754,2017,14,7711,5396,8190,100
156790,2017,394,,5509,4048,99
156842,2017,19,12507,5094,8036,37
156851,2017,134,,4521,4324,96
156860,2017,167,,4337,4309,90
156921,2017,841,,4120,4331,88
156967,2017,20,11452,4930,6438,90
157021,2017,11,18755,8945,7194,100
157030,2017,18,12555,4860,4372,100
157058,2017,194,,9537,6104,98
157076,2017,194,21958,12042,8976,98
157085,2017,5051,,9387,8359,91
157100,2017,148,18025,13858,5651,99
157216,2017,484,15897,20433,5134,100
157270,2017,52,27930,4412,11105,90
157289,2017,2746,,9589,6998,94
157304,2017,213,,5199,4295,94
157331,2017,332,,5270,4307,97
157377,2017,129,24895,13775,8190,93
157386,2017,1336,,8381,6243,95
157401,2017,1497,,8426,8835,85
157438,2017,286,,4137,4753,87
157447,2017,2106,,8295,5480,90
157465,2017,17,19928,5743,10247,100
157483,2017,712,,4591,4238,91
157535,2017,328,18297,18301,6923,100
157553,2017,407,,5875,4507,99
157599,2017,,,,,
157614,2017,38,13925,4153,9839,84
157650,2017,43,13462,4975,9593,86
157669,2017,70,14658,4772,9937,100
157678,2017,44,13637,4394,8965,89
157711,2017,697,,5168,4233,97
157739,2017,285,,5725,4749,95
157748,2017,141,23796,2046,11402,57
157757,2017,151,20619,12865,5082,99
157766,2017,63,27325,4735,10800,86
157793,2017,243,25843,6504,9661,93
157809,2017,414,19221,18675,6964,100
157818,2017,242,26454,21960,6401,100
157827,2017,79,9601,5589,2974,78
157863,2017,264,20051,16641,7100,99
157951,2017,3131,,7295,6177,89
158088,2017,450,,5653,8352,49
158246,2017,163,22766,5945,11143,86
158325,2017,0,,,,
158343,2017,34,13539,4764,7209,85
158431,2017,1024,,5370,5496,83
158440,2017,20,10585,5679,1623,100
158477,2017,130,25343,26633,7427,97
158538,2017,30,3463,4667,,100
158617,2017,672,14971,4708,5457,47
158644,2017,17,19713,4882,5288,76
158662,2017,1317,,4564,5391,80
158723,2017,82,16956,5788,8441,73
158778,2017,49,17310,3067,2756,86
158787,2017,75,9526,3316,4129,63
158802,2017,358,17222,13609,8923,100
158884,2017,134,,4653,2891,84
159009,2017,846,,6930,6914,90
159027,2017,46,11977,2960,5936,41
159197,2017,134,16064,5235,11451,64
159319,2017,6,3762,4950,,67
159328,2017,54,8461,3186,,100
159373,2017,0,,,,
159382,2017,483,,5296,5406,90
159391,2017,5470,,9304,7141,91
159407,2017,684,,4836,5092,81
159416,2017,252,,6915,4768,90
159513,2017,52,16838,4503,9737,77
159522,2017,53,17691,3590,8631,77
159531,2017,16,12941,4666,5063,50
159568,2017,248,15572,9651,5834,94
159601,2017,23,8997,4520,3329,78
159647,2017,2013,,10650,5696,95
159656,2017,612,24524,27972,7038,98
159717,2017,1237,,6649,4636,86
159939,2017,850,,8151,5243,88
159948,2017,70,15271,522,,13
159966,2017,1130,,6735,5452,89
159993,2017,1343,,8958,5013,93
160010,2017,234,,4396,,79
160038,2017,1306,,9429,5678,93
160065,2017,83,13124,5882,5418,84
160074,2017,75,15429,8104,5565,96
160117,2017,15,12955,4808,8373,60
160126,2017,4,15489,5975,8500,100
160135,2017,2,14281,5815,4750,100
160199,2017,57,8923,3985,,65
160320,2017,693,18528,4873,10050,55
160409,2017,28,29430,4387,9389,46
160445,2017,25,13717,4448,8886,80
160472,2017,28,13507,3935,3910,71
160481,2017,345,,3843,4528,83
160524,2017,82,20014,4886,7804,84
160579,2017,550,,4578,7122,81
160597,2017,9,9017,5808,,67
160612,2017,2011,,7250,4886,87
160621,2017,1051,,6575,6130,93
160630,2017,135,,9925,5129,100
160649,2017,670,,5554,6567,84
160658,2017,3015,,7899,5626,92
160667,2017,392,,4897,5010,76
160755,2017,1856,33886,33035,9408,72
160904,2017,759,17034,16470,6575,94
160913,2017,121,,4042,,83
160940,2017,0,,,,
160959,2017,79,17213,37756,5650,96
160977,2017,498,23312,43238,7255,43
160995,2017,78,16099,2859,4023,69
161004,2017,503,24447,41143,7550,48
161022,2017,6,16795,7515,5700,17
161077,2017,513,,5400,5389,65
161086,2017,510,20361,45463,5000,45
161138,2017,426,,4842,5362,76
161192,2017,186,,4740,5156,66
161208,2017,8,28465,7480,7813,88
161217,2017,173,,5555,5974,76
161226,2017,434,,7470,6887,90
161235,2017,164,,5400,5956,86
161244,2017,118,,8124,6677,100
161253,2017,2199,,8544,8899,99
161299,2017,246,,6240,12994,46
161341,2017,171,,6490,5243,91
161457,2017,681,33204,19228,12007,100
161484,2017,122,,5448,5310,80
161493,2017,74,12992,4840,9846,84
161509,2017,121,30796,16178,10266,100
161518,2017,261,25694,22319,10146,98
161527,2017,81,12745,3906,4547,58
161545,2017,862,,4635,4348,68
161554,2017,767,,9062,6748,91
161563,2017,277,21606,15801,8488,96
161572,2017,215,25286,13793,9405,100
161581,2017,102,,6081,4232,77
161651,2017,27,11421,4286,6573,85
161688,2017,439,,5121,6096,87
161767,2017,1236,,4083,4418,29
161776,2017,477,21872,4310,7978,86
161800,2017,142,14736,2684,4441,90
161855,2017,16,15984,3282,5314,94
161864,2017,327,,5159,,75
161873,2017,138,,5779,5718,91
162007,2017,958,,8330,6327,66
162061,2017,103,20125,14528,6675,94
162104,2017,247,,3678,5157,61
162122,2017,1167,,4090,4389,39
162168,2017,276,,3874,5742,73
162210,2017,78,18131,14002,9272,96
162283,2017,383,,9290,5984,80
162335,2017,8,20710,5281,11944,75
162371,2017,488,16599,4153,6804,94
162557,2017,813,,4000,5151,37
162584,2017,829,,7588,6844,71
162609,2017,185,,5166,5946,90
162654,2017,440,29716,29040,7563,100
162681,2017,0,,,,
162690,2017,356,,3252,4408,55
162706,2017,862,,4129,4590,45
162760,2017,219,24338,26864,8238,100
162779,2017,1176,,4428,5038,51
162830,2017,17,14733,4745,6909,76
162928,2017,1368,29066,38542,7036,52
163028,2017,482,26425,4195,7204,72
163046,2017,1095,36820,26091,8749,90
163204,2017,286,,3741,6362,44
