Religious affiliation,Offers Master's degree,Total price for in-state students living on campus 2013-14,Total price for out-of-state students living on campus 2013-14,State abbreviation,Sector of institution,Degree of urbanization (Urban-centric locale),Carnegie Classification 2010: Basic,Total enrollment,Undergraduate enrollment,Percent of total enrollment that are White,Percent of total enrollment that are Nonresident Alien,Percent of total enrollment that are women,"Graduation rate - Bachelor degree within 6 years, total",Percent of freshmen receiving any financial aid,Percent of freshmen receiving student loan aid,Offers Non-Degree,Offers Doctor's degree,Bachelor's degrees awarded Ratio,Master's degrees awarded Ratio,Non-degree awarded Ratio,Doctor's degree awarded Ratio,Average Tuition and Fees,Full-time Enrollment Ratio,Percent of total enrollment that are Minor
Not applicable,TRUE,-1.0526682017785538,-0.5208528388025363,Virginia,"Public, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),0.3013543028587671,0.4643343653449738,0.8545253444625477,-0.5857443745606473,0.008611857582668745,0.32636497875558834,-1.451715482515417,-0.279174677997606,TRUE,FALSE,0.546980758358817,-0.16627272154104072,-0.43649559682689826,-0.3957533356863014,-0.9578365737504394,0.8492966033901326,-0.74571075610846
United Methodist,FALSE,1.025103025487368,0.8993922776496833,Virginia,"Private not-for-profit, 4-year or above",Suburb: Large,Baccalaureate Colleges--Arts & Sciences,-0.6115079639237047,-0.5827964031205585,0.764714587905397,-0.2513322749008039,-0.41589294742417526,0.4837638628948035,0.5913060643451237,0.3830698670942125,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,1.1360860476711916,1.200147475853017,-0.6999795535870569
United Methodist,TRUE,0.8960107303022073,0.7389881233209621,Virginia,"Private not-for-profit, 4-year or above",City: Small,Baccalaureate Colleges--Arts & Sciences,-0.678597458277972,-0.6723772137947617,0.4054715616767946,1.0863161237385695,0.5180176235908815,-0.04089908423591361,1.2839002067158232,1.3268129711467138,FALSE,FALSE,1.0241190982649615,-0.6883180885990818,-0.506786263499543,-0.4566037509512404,0.9811235962271613,1.1280309512669509,-0.6542483510656538
Not applicable,TRUE,1.7850570727381065,1.843676257596739,Virginia,"Private not-for-profit, 4-year or above",City: Midsize,Baccalaureate Colleges--Arts & Sciences,-0.31209592355908344,-0.3209448026882722,0.09113391372676741,0.7519040240787261,-0.3309919864228065,1.6904886412954527,-1.9395261657042733,-1.4884730661187615,TRUE,TRUE,0.15872287254951184,-0.6575632169477568,-0.0256384596705449,1.3855672849386678,2.059300364782817,0.47991917992737226,-0.2426675283730257
Evangelical Lutheran Church,FALSE,1.3041114325214866,1.2460753040589614,Virginia,"Private not-for-profit, 4-year or above",Suburb: Midsize,Baccalaureate Colleges--Arts & Sciences,-0.5358335579696022,-0.4843953280107414,1.0790522358554242,-0.4185383247307256,0.09351281858403755,0.5886964523209469,0.5126824946117152,0.23581218197877873,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,1.2311474076190099,1.1042227443009467,-1.0200979712368787
United Methodist,TRUE,0.7068290453344299,0.5039196542987527,Virginia,"Private not-for-profit, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),-0.3266160826847306,-0.46771951556215896,0.22585004856249336,-0.08412622507088223,0.6878195455936191,-0.4081631472274156,0.6715676251146451,0.7518460378011287,TRUE,TRUE,-1.1557853566195617,0.2624277799497481,0.1301173996990372,3.1509023040759883,0.7395897033150909,-0.5930214912552122,-0.2426675283730257
Not applicable,FALSE,-0.3149979435776348,-0.765755610143709,Virginia,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Arts & Sciences,-0.6807171895371906,-0.672790663690181,1.1688629924125749,-0.5857443745606473,-0.41589294742417526,-1.037758683784276,0.4356472798224156,-0.06734377651728805,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,-0.09340851035485269,1.0629517121665433,-1.0200979712368787
Not applicable,TRUE,1.1299905153253114,1.0297206530417695,Virginia,"Private not-for-profit, 4-year or above",Suburb: Midsize,Baccalaureate Colleges--Arts & Sciences,-0.6756298345150661,-0.6671401817861159,0.6299984530696712,-0.2513322749008039,3.4046502976374207,0.22143238932944492,0.5913060643451237,0.0047224064605517905,FALSE,FALSE,0.9855937770710844,-0.6393737342280809,-0.506786263499543,-0.4566037509512404,1.049728998083954,1.1021768152750246,-0.6085171485442507
Not applicable,FALSE,-0.9860473565847833,-0.16204402215531333,Virginia,"Public, 4-year or above",Town: Distant,Baccalaureate Colleges--Arts & Sciences,-0.5080650784738391,-0.4482873704774472,0.899430722741123,-0.7529504243905689,0.008611857582668745,-0.5655620313666307,-0.16302418839114513,-0.4168647639598128,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,-1.0017654701268668,-0.7536125614882654,-0.6999795535870569
Baptist,FALSE,0.4219807487562209,0.14998024947936592,Virginia,"Private not-for-profit, 4-year or above",City: Small,Baccalaureate Colleges--Arts & Sciences,-0.7108173734180941,-0.7119305871232176,0.8096199661839724,-0.2513322749008039,0.6878195455936191,-0.35569685251434385,-0.1792049190422808,0.27497059262745194,TRUE,FALSE,1.3137237960106856,-1.1206598855429244,-0.4350312079378848,-0.4566037509512404,0.4354533812086972,0.6081787060619541,-0.6999795535870569
Not applicable,TRUE,-0.6327340391673014,0.34380193595990416,Virginia,"Public, 4-year or above",City: Small,Research Universities (very high research activity),2.5564304029784295,2.5482596548905536,0.3605661833982193,0.7519040240787261,-1.349803518439232,1.5855560518693095,-1.1182122603352818,-1.1427929686481328,TRUE,TRUE,0.14357503204536887,-0.04133401579654933,-0.44949382769140117,0.7592530105201026,-0.7699006510389882,0.778972678960121,-0.5627859460228476
Not applicable,TRUE,-0.4689097693251807,0.7111083536400177,Virginia,"Public, 4-year or above",City: Midsize,Research Universities (very high research activity),2.531947506934455,2.454819978525769,-0.3130144907804104,0.08307982475903945,0.008611857582668745,0.22143238932944492,-0.8986188582682039,-0.4168647639598128,TRUE,TRUE,-0.26412893024653433,0.15565620685095283,-0.2761373292803598,1.2376287256382394,-0.8154374865214342,0.15106093609161966,0.2603756993624087
Not applicable,TRUE,-0.639649697837935,1.4456257103369539,Virginia,"Public, 4-year or above",City: Small,Research Universities (very high research activity),1.7359884190978867,1.4530308819245643,0.09113391372676741,0.5846979742488045,-0.3309919864228065,2.1102189990000264,-2.7269162358515016,-2.137875712997461,TRUE,TRUE,-0.5136093102959369,0.31512121238935104,-0.33657504572105956,1.85020673980355,-0.6594459540495521,0.7090889263122452,-0.2426675283730257
Not applicable,FALSE,-0.6729217001088723,0.7934109613967782,Virginia,"Public, 4-year or above",Town: Distant,Baccalaureate Colleges--Arts & Sciences,-0.5733528012577707,-0.5331824156702305,1.0341468575768489,-0.7529504243905689,-3.981733309481665,1.2182919888778074,-0.9851594076655052,-0.8362899488908422,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,-0.5269946500897819,1.2868525790133472,-0.8829043636726694
Not applicable,TRUE,-1.0475198781015265,-0.7776904430550722,Virginia,"Public, 4-year or above",Suburb: Large,Master's Colleges and Universities (smaller programs),-0.1400797318734975,-0.06488150079185746,-2.558283404709176,-0.7529504243905689,0.17841377958540636,-0.35569685251434385,-0.2377637537797233,1.2608359757643048,TRUE,TRUE,0.6789421178403697,-0.40101828057169553,-0.3731779539716716,-0.3660838599821452,-1.0589437847368874,0.6943112881679148,2.7755918380395803
Baptist,TRUE,-0.49695660726719476,-0.9918490848165732,Virginia,"Private not-for-profit, 4-year or above",City: Midsize,Baccalaureate Colleges--Diverse Fields,-0.565509795598662,-0.576732471321074,-2.6480941612663265,-0.5857443745606473,-0.3309919864228065,-0.9328260943581327,0.3601527693289022,0.9918107308843008,FALSE,FALSE,-0.7490595008953334,1.4898249410332007,-0.506786263499543,-0.24082497576833156,-0.41242362898893825,1.1271372181747001,2.8670542430823867
United Methodist,FALSE,0.7523187112568199,0.5604430229669688,Virginia,"Private not-for-profit, 4-year or above",City: Large,Baccalaureate Colleges--Arts & Sciences,-0.596245898857331,-0.5629508081404273,-0.08848759938753382,-0.5857443745606473,0.2633147405867752,-0.46062944194048727,0.28465825883538887,0.30336030107326833,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,0.9317277068902706,0.8570412982682568,0.2603756993624087
Not applicable,TRUE,1.8576714887797596,1.9339035944066447,Virginia,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Arts & Sciences,-0.509548890355292,-0.5083754219450666,0.9892414792982737,-0.2513322749008039,-0.7554967914296504,1.9528201148608113,-2.259584574188272,-2.2653623573414117,FALSE,TRUE,0.30456261313379335,-1.1206598855429244,-0.506786263499543,3.438884170457153,1.9708208355756351,1.2768378920870553,-0.9286355661940725
Not applicable,TRUE,-0.8924554425755417,-0.3461268849801792,Washington,"Public, 4-year or above",Town: Distant,Master's Colleges and Universities (medium programs),0.44539004192266807,0.6724374793727381,0.18094467028391803,-0.7529504243905689,-0.5856948694269128,-0.09336537894898532,-0.7609407114997707,-0.4168647639598128,TRUE,FALSE,0.8929786920739252,-0.623493359376532,-0.3934053469767019,-0.4566037509512404,-0.9737444513059832,0.3630576012091458,-0.01401151576601008
Not applicable,TRUE,-0.7941147762791317,-0.9603029344652579,Washington,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),-0.49990411312584765,-0.5887225182882365,-0.8518790301233141,1.7551403230582565,-0.16119006442006886,-2.7691464093156424,-1.4863541402712648,0.38497750134950826,TRUE,TRUE,-1.4262093499684267,1.7101783335286165,0.2891521679406994,-0.4566037509512404,-0.4091219940245801,-1.1230128742486851,0.44330050944802113
Not applicable,TRUE,-0.9815137581229235,-0.4815156295266832,Washington,"Public, 4-year or above",Town: Fringe,Master's Colleges and Universities (larger programs),0.6047938326159036,0.8453973522898536,0.2707554268410687,-0.2513322749008039,-0.24609102542143765,-0.4081631472274156,-0.33330711571976107,-0.4276746914064888,TRUE,TRUE,0.4481348844538131,-0.1905809081137453,-0.3396785123679466,-0.21356710649681376,-1.0401844951666708,0.28538016738150046,-0.2883987308944288
Not applicable,TRUE,-0.9035204964485555,-0.3429760890915793,Washington,"Public, 4-year or above",Suburb: Midsize,Master's Colleges and Universities (smaller programs),-0.28475139031516405,-0.2007686997530334,0.2707554268410687,-0.7529504243905689,-0.3309919864228065,0.22143238932944492,-0.7609407114997707,-0.9935743932399782,FALSE,FALSE,0.9971024462282235,-0.653994881154564,-0.506786263499543,-0.4566037509512404,-1.0102768277947252,0.7126185599076802,-0.10547392080881632
Roman Catholic,TRUE,1.0858071404851521,0.9748204216494988,Washington,"Private not-for-profit, 4-year or above",City: Midsize,Master's Colleges and Universities (larger programs),0.055147517100531625,-0.08927504462160203,0.4054715616767946,0.2502858745889611,-0.07628910341870006,1.5330897571562376,0.7577036490553827,-0.4949492398778236,FALSE,TRUE,-0.5975720655584217,0.9189811672217073,-0.506786263499543,0.8538669890435325,1.1492282699643834,-0.2985938413488415,-0.5170547435014444
Not applicable,TRUE,-0.6493777243679596,-0.7804593242905083,Washington,"Private not-for-profit, 4-year or above",Rural: Fringe,Master's Colleges and Universities (medium programs),-0.6313274511973982,-0.6432979044835972,-1.2560274346304918,-0.7529504243905689,1.4519281946059384,-1.9821519886195669,0.3601527693289022,-1.4129995781710076,TRUE,FALSE,-1.0414480320347907,1.120798421197883,0.4011731323656224,-0.4566037509512404,-0.32025655943195347,-0.7802147595609481,1.495118167440293
Evangelical Lutheran Church,FALSE,0.28758644859024096,-0.01701193261642784,Washington,"Private not-for-profit, 4-year or above",City: Midsize,Baccalaureate Colleges--Diverse Fields,-0.7303189010029049,-0.7372888473756074,-0.26810911250183506,0.2502858745889611,-0.41589294742417526,1.7429549360085246,0.8372138250006785,0.5647686475808945,TRUE,FALSE,1.2404871315955948,-1.1206598855429244,-0.33138501657104513,-0.4566037509512404,0.32834319755977975,0.9342220305932419,0.21464449684100553
Assemblies of God Church,TRUE,0.13636404565905258,-0.20491394197292992,Washington,"Private not-for-profit, 4-year or above",Suburb: Large,Baccalaureate Colleges--Diverse Fields,-0.5672055806060369,-0.565844957408363,0.5401876965125205,-0.2513322749008039,0.09351281858403755,-0.513095736653559,0.5142549660063835,1.5181122489951937,TRUE,TRUE,0.07114988772387781,0.1800785856703002,-0.1559837696425473,-0.3773806257633125,0.40278005857439975,0.3098441668730501,-0.4255923384586382
Evangelical Lutheran Church,TRUE,1.0687485157642558,0.9536241583989177,Washington,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (medium programs),-0.38395481324659253,-0.3310054168101442,0.4503769399553699,0.08307982475903945,0.34821570158814397,0.9034942205993771,0.6748456762281793,-0.03055209362860171,TRUE,FALSE,0.6526008932592153,-0.35394044448875744,-0.35348760144411595,-0.4566037509512404,1.0662371729057447,0.8570649998514077,-0.37986113593723503
Not applicable,TRUE,1.655811096249154,1.6830811459414359,Washington,"Private not-for-profit, 4-year or above",City: Midsize,Baccalaureate Colleges--Arts & Sciences,-0.4528460791711957,-0.4134197626304112,0.6749038313482465,-0.7529504243905689,0.09351281858403755,1.323224578303951,0.13593407316316766,-0.9411462451235996,FALSE,TRUE,0.7312920839199589,-0.6046535522575767,-0.506786263499543,0.3776253022324821,1.7109778760430332,1.1733219282891882,-0.4713235409800413
Roman Catholic,TRUE,0.7406389321686387,0.5459302661467511,Washington,"Private not-for-profit, 4-year or above",Suburb: Midsize,Master's Colleges and Universities (smaller programs),-0.5614823062061467,-0.5672231237264278,-0.22320373422325976,0.41749192441888283,-0.41589294742417526,-0.25076426308820043,0.5208830174763827,0.7218971628690573,TRUE,FALSE,0.2864065999226981,0.24890607524562386,-0.506786263499543,-0.4566037509512404,0.7576843780548199,-0.6081172903085721,0.16891329431960242
Free Methodist,TRUE,1.0200315424622368,0.8930906858724836,Washington,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),-0.29831767037416285,-0.30013449128549574,0.2707554268410687,-0.2513322749008039,0.7727205065949879,0.8510279258863055,0.3601527693289022,0.22092095539407208,TRUE,TRUE,0.020654973310531892,0.4536343002227318,-0.506786263499543,-0.0721322813737581,1.0060788111525696,0.40435402815261795,-0.2426675283730257
Roman Catholic,TRUE,1.398932796961063,1.3638959745599388,Washington,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),0.03575197607868182,-0.12896623458186438,-0.4477306256161363,0.7519040240787261,0.09351281858403755,1.270758283590879,0.7708097220133974,-0.048139326657808755,TRUE,TRUE,-0.8498633112315749,0.7365560761766121,-0.3325374557755688,1.8563783718153581,1.212023651851429,0.025627438236740633,0.3061069018838118
Seventh Day Adventists,TRUE,0.09763635710350432,-0.2530351882715463,Washington,"Private not-for-profit, 4-year or above",Suburb: Small,Master's Colleges and Universities (medium programs),-0.5477040530212262,-0.5316664327203594,0.5401876965125205,-0.2513322749008039,-0.3309919864228065,-0.46062944194048727,0.5913060643451237,-0.1574265052395886,TRUE,FALSE,-0.010787132710287332,0.5229408676281625,-0.3914539367520376,-0.4566037509512404,0.41532198360134465,0.9448604239423791,-0.5170547435014444
Not applicable,TRUE,-0.5150141604627381,0.23476530248169003,Washington,"Public, 4-year or above",Town: Distant,Research Universities (very high research activity),2.178800279148643,2.4154044218291197,0.18094467028391803,0.41749192441888283,-0.5856948694269128,0.6411627470340187,-0.7649589677034572,-0.8002103630903232,TRUE,TRUE,0.34205184969232777,-0.4579702654689033,-0.21980798487737993,0.6385925693253618,-0.7148233768608319,0.4540591910018831,-0.2883987308944288
Not applicable,TRUE,-0.5659595126697391,0.7913104308043784,Washington,"Public, 4-year or above",City: Large,Research Universities (very high research activity),3.8873036740788005,3.3368464220871545,-0.537541382173287,1.5879342732283348,-0.500793908425544,1.5330897571562376,-2.3339478435151952,-1.7946277260879036,TRUE,TRUE,-0.35057491517043854,0.44743142754370635,-0.5017054420564903,1.297058898596114,-0.7332610786098449,0.5788370176650798,0.07745088927679616
Not applicable,TRUE,-0.9012152768916776,-0.4544951678153569,Washington,"Public, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),0.8336188220485469,1.168990803771437,0.7198092096268217,-0.5857443745606473,-0.16119006442006886,0.8510279258863055,-1.6027045035024436,-0.9146673824385598,TRUE,FALSE,0.9236796683123283,-0.6957155471003913,-0.356401649082904,-0.4566037509512404,-0.9856646398786009,0.7175291826616407,-0.6085171485442507
Not applicable,FALSE,1.7059112012852997,1.7453332344071064,Washington,"Private not-for-profit, 4-year or above",City: Small,Baccalaureate Colleges--Arts & Sciences,-0.587555000694535,-0.551649844332297,0.5401876965125205,-0.08412622507088223,-0.07628910341870006,1.8478875254346678,-0.029115800403275504,-1.6511107508662273,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,1.8569358684933595,1.1536721901875842,-0.5627859460228476
Presbyterian,TRUE,1.0493078308345858,0.9294680565863186,Washington,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (medium programs),-0.47860081397070114,-0.43905365614641395,0.8545253444625477,-0.4185383247307256,0.2633147405867752,1.113359399451664,0.3601527693289022,-0.2456708109267394,TRUE,FALSE,0.4638156474334717,-0.03762184875430872,-0.43867977008508774,-0.4566037509512404,1.1673443838921926,0.8519095410891846,-0.74571075610846
American Baptist,TRUE,-0.08478335049743128,-0.479701534924156,West Virginia,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Diverse Fields,-0.6324933033899685,-0.6190421772856591,0.6749038313482465,-0.2513322749008039,-0.7554967914296504,-0.4081631472274156,0.5913060643451237,1.0316655138947732,TRUE,FALSE,1.1320405323655565,-1.0616132049417977,-0.24368439310679624,-0.4566037509512404,0.26085263348316007,0.9959402689246034,-0.5627859460228476
Christian Church (Disciples of Christ),TRUE,0.3598166613724143,0.07273801087702335,West Virginia,"Private not-for-profit, 4-year or above",Rural: Fringe,Baccalaureate Colleges--Arts & Sciences,-0.6739340495076912,-0.6685183481041806,-0.04358222110895852,-0.5857443745606473,-1.1800015964364945,-0.25076426308820043,0.4356472798224156,1.1506839069945394,FALSE,FALSE,1.1326441312480984,-0.8261933225450979,-0.506786263499543,-0.4566037509512404,0.4011078019041404,1.2240331792029702,0.16891329431960242
Not applicable,FALSE,-1.1854488482547192,-1.0949660411707511,West Virginia,"Public, 4-year or above",Town: Remote,Baccalaureate Colleges--Diverse Fields,-0.5657217687245839,-0.523259618180165,1.1239576141339995,-0.4185383247307256,0.34821570158814397,-1.8247531044803518,0.13135818140468325,-0.7806519141550934,TRUE,FALSE,0.10432037276232436,-1.1206598855429244,1.2765439934564815,-0.4566037509512404,-1.2436638292363016,0.2850413691867577,-1.111560376279685
Not applicable,TRUE,-0.11905428124301565,-0.5222850187518999,West Virginia,"Private not-for-profit, 4-year or above",City: Small,Baccalaureate Colleges--Diverse Fields,-0.5457962948879295,-0.5730114222622994,0.0013231571696167906,0.2502858745889611,-0.16119006442006886,-0.35569685251434385,0.8372138250006785,-0.048752234632047656,TRUE,TRUE,-0.7316194930406605,0.2989079796862344,-0.048743629033413886,1.9508761932311276,0.23486833752989986,0.853763949390412,-0.059742718287413205
Not applicable,TRUE,-1.2816533444284224,-1.267018592420963,West Virginia,"Public, 4-year or above",Town: Remote,Baccalaureate Colleges--Diverse Fields,-0.4576154745044374,-0.41879461127086337,1.2137683706911502,-0.08412622507088223,0.09351281858403755,-0.880359799645061,0.5158601972217741,-0.6134703193962329,TRUE,FALSE,1.0837486937868255,-0.7640742916306976,-0.506786263499543,-0.4566037509512404,-1.1997563720479543,0.40504256526746774,-1.2487539838438944
Presbyterian Church (USA),FALSE,0.15695734036716155,-0.17932566021096724,West Virginia,"Private not-for-profit, 4-year or above",Town: Remote,Baccalaureate Colleges--Diverse Fields,-0.6582480381894739,-0.6435735377472102,0.18094467028391803,1.420728223398413,-0.3309919864228065,-0.7754272102189176,1.4769508728363923,0.4147541371965384,TRUE,FALSE,0.2966442020330636,-1.1206598855429244,1.0043629408075156,-0.4566037509512404,0.30004346929385284,1.1107390385266473,-0.6085171485442507
Not applicable,TRUE,-1.3131580117057533,-1.3888493667801585,West Virginia,"Public, 4-year or above",Town: Distant,Master's Colleges and Universities (smaller programs),-0.3023451597666781,-0.21744451220161584,1.2137683706911502,-0.4185383247307256,-0.16119006442006886,-0.9852923890712044,-0.021171543878129757,-0.13867459028106874,TRUE,FALSE,0.18832438161905315,-0.3769229724393718,0.3291686154788298,-0.4566037509512404,-1.2136489659239547,0.3560173644199955,-1.1572915788010882
Not applicable,FALSE,-1.0065638106409964,-0.85970661482196,West Virginia,"Public, 4-year or above",Town: Remote,Baccalaureate Colleges--Diverse Fields,-0.5548051527396083,-0.509064505104099,0.9892414792982737,-0.7529504243905689,-1.2649025574378634,-1.1951575679234911,0.06119450777458946,0.421985605902246,TRUE,FALSE,0.5474762681054508,-1.1206598855429244,0.6493797021699923,-0.4566037509512404,-1.1957258046888677,-0.9811654491675673,-0.8371731611512663
Not applicable,TRUE,-1.1897519247608912,-1.066895314163225,West Virginia,"Public, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),0.6700815553998352,0.580513785957825,1.0341468575768489,-0.4185383247307256,0.09351281858403755,-0.4081631472274156,0.05509331876327728,-0.3526670315724104,TRUE,TRUE,-0.4784925034047634,0.525919213678898,-0.035806303606080246,0.33016383712197434,-1.1829694877811203,-0.18354167192971999,-0.9286355661940725
Churches of Christ,TRUE,-0.4264168888267319,-0.904199671915522,West Virginia,"Private not-for-profit, 4-year or above",City: Small,Baccalaureate Colleges--Diverse Fields,-0.7030803543219464,-0.7075204549054106,0.5401876965125205,0.41749192441888283,-0.9252987134323881,-0.6704946207927741,0.8423435137713423,0.8346458684956783,TRUE,FALSE,-0.5351533672543676,-0.11043548872364879,1.0561951447742004,-0.4566037509512404,-0.11677722536232267,0.42729932794941017,-0.6542483510656538
Not applicable,FALSE,-1.2215946909065643,-1.1546974929255416,West Virginia,"Public, 4-year or above",Suburb: Small,Baccalaureate/Associate's Colleges,-0.3840607998095535,-0.2870419112638814,1.4832006403626021,-0.7529504243905689,0.2633147405867752,-1.247623862636563,-4.49791898092868,-2.933415873545989,TRUE,FALSE,-1.6313558716880314,-1.1206598855429244,3.732912447972148,-0.4566037509512404,-1.4729773849426309,-0.9088270194296855,-1.2944851863652975
Not applicable,TRUE,-1.1593998672619992,-0.8999031320674312,West Virginia,"Public, 4-year or above",Town: Fringe,Master's Colleges and Universities (smaller programs),-0.3035110119592483,-0.21413691303826066,1.0341468575768489,-0.7529504243905689,0.008611857582668745,-0.7754272102189176,-0.3125033191683015,-0.4168647639598128,FALSE,FALSE,1.032164181098986,-0.6985389348625297,-0.506786263499543,-0.4566037509512404,-1.18727876458525,0.13884702277716046,-0.8371731611512663
Not applicable,TRUE,-1.2493034299802364,-1.1693439198743667,West Virginia,"Public, 4-year or above",Suburb: Midsize,Baccalaureate Colleges--Arts & Sciences,-0.46715426517092096,-0.4026700653495068,-0.7620682735661635,-0.5857443745606473,-0.24609102542143765,-1.8772193991934234,-0.545781356593258,-0.7028364809582418,TRUE,FALSE,1.212442547018901,-0.9413648553964375,-0.4914226506298936,-0.4566037509512404,-1.2310575866451159,-0.3209732343066878,0.9463437371834554
Not applicable,TRUE,-1.10445880115641,-1.0483724534847894,West Virginia,"Public, 4-year or above",Rural: Fringe,Baccalaureate Colleges--Diverse Fields,-0.45666159543778906,-0.39743303334086105,1.3035791272483008,-0.4185383247307256,0.17841377958540636,-0.6180283260797024,0.28388790668749625,0.39630651294728486,TRUE,FALSE,0.892924421622668,-0.8988015161610003,-0.08664707320505889,-0.4566037509512404,-1.208203412151572,0.24566515461659205,-1.2030227813224912
Not applicable,FALSE,-1.285264855067531,-1.130388625251677,West Virginia,"Public, 4-year or above",Rural: Fringe,Baccalaureate Colleges--Diverse Fields,-0.621364714279071,-0.5956133498785599,0.764714587905397,0.08307982475903945,-1.6894073624447072,-1.7198205150542083,0.43882599605372147,0.02463543070442855,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,-1.2088037094178188,0.09722947274339337,-0.7914419586298631
United Methodist,TRUE,0.47138928792530327,0.21137302997541818,West Virginia,"Private not-for-profit, 4-year or above",Town: Remote,Baccalaureate Colleges--Diverse Fields,-0.5951860332277218,-0.5756299382666222,0.899430722741123,0.08307982475903945,-0.3309919864228065,0.3788312734686601,0.7535189029529985,0.46613562536867065,TRUE,FALSE,0.804757440712136,-0.4096308675725631,-0.506786263499543,-0.4566037509512404,0.4992135265593538,1.1471446285841427,-0.9743667687154757
Not applicable,TRUE,-1.2313227174365888,-0.6463118023667861,West Virginia,"Public, 4-year or above",City: Small,Research Universities (high research activity),2.372119769989376,2.3722678160736956,0.9443361010196983,0.2502858745889611,-0.8403977524310193,0.22143238932944492,-0.037398110397577185,-0.4391746142221013,FALSE,TRUE,-0.19403674054177536,0.33286644439117646,-0.506786263499543,1.0663461108471357,-1.1712422519012249,0.5768085229709411,-1.065829173758282
Roman Catholic,TRUE,0.12837261786187595,-0.21484372295518409,West Virginia,"Private not-for-profit, 4-year or above",City: Small,Baccalaureate Colleges--Diverse Fields,-0.5792880487835826,-0.6014016484144314,0.9892414792982737,-0.4185383247307256,0.17841377958540636,0.06403350519022981,0.5126824946117152,0.39630651294728486,TRUE,TRUE,-0.5614459442358799,0.18628219232008242,0.05186435674457356,1.3899534886837328,0.5699199688480107,-0.5864382199027646,-0.9286355661940725
Roman Catholic,TRUE,0.03762380797278372,-0.3276040243017435,Wisconsin,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (smaller programs),-0.48209837054841176,-0.5074107055224213,-0.08848759938753382,-0.4185383247307256,3.319749336636052,-0.7229609155058458,0.5126824946117152,1.2522762781126515,TRUE,FALSE,-0.21579577235063346,-0.02561235439475757,0.5097436902906151,-0.4566037509512404,0.1764251108231447,-0.48005451040868585,0.21464449684100553
Not applicable,FALSE,1.229960203441915,1.1539383939832375,Wisconsin,"Private not-for-profit, 4-year or above",City: Small,Baccalaureate Colleges--Arts & Sciences,-0.612461842990353,-0.5840367528068167,0.4952823182339452,0.7519040240787261,0.09351281858403755,1.323224578303951,0.7708097220133974,0.009474022920629143,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,1.5689003766352319,1.0598657890400176,-0.74571075610846
Roman Catholic,TRUE,0.38186992846654594,0.10014038724151324,Wisconsin,"Private not-for-profit, 4-year or above",Suburb: Large,Doctoral/Research Universities,-0.2837975112485157,-0.39288508449124765,0.0462285354481921,-0.4185383247307256,0.5180176235908815,0.11649979990330152,0.5126824946117152,0.9312876161756393,TRUE,TRUE,-1.4067318734225351,1.3519931655123532,0.5158740241691322,-0.08076295078544043,0.3773960598873865,0.7448374750333782,-0.01401151576601008
Presbyterian Church (USA),TRUE,0.44326560933139325,0.17642783921094676,Wisconsin,"Private not-for-profit, 4-year or above",City: Small,Master's Colleges and Universities (smaller programs),-0.3763237807134057,-0.33417519934169293,1.1239576141339995,-0.4185383247307256,0.6878195455936191,0.1689660946163732,0.5126824946117152,0.6102989542386269,TRUE,TRUE,0.7378750510303597,-0.6543167400293455,-0.506786263499543,0.49710782843875095,0.5414487270774417,0.26573070089870493,-1.0200979712368787
